is_ios,source_file,eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianHorizontalNorm,gyro_angular_change_per_second,gyroAngleChange,mems_radius,eventSpeedChange
0,android_turns.csv,4.0,13.703464,4.3453126,0.011432262,2.6002612,13.497222,14.971985,2.0929372,19.222458,84.223656,3.9476895,1.4747629999999994
0,android_turns.csv,5.0,11.33176,4.9247503,0.0125178,1.9762139,7.6036334,15.246584,1.8748852,16.7893,83.291084,8.547067,7.642950600000001
0,android_turns.csv,4.0,13.459399,5.3230004,0.01877138,2.3993337,12.456742,15.135815,1.4228365,14.981794,80.286934,5.0561223,2.679072999999999
0,android_turns.csv,4.0,5.6717286,4.0558753,0.005183049,3.671342,6.6029406,4.053044,1.0378567,13.275635,54.32507,10.682714,-2.5498966000000003
0,android_turns.csv,4.0,19.456913,8.728032,0.038261317,1.9554083,12.75314,24.445206,1.7799522,11.055522,96.89333,12.270194,11.692065999999999
0,android_turns.csv,5.0,26.22443,7.4971642,0.05258592,2.470868,26.337702,22.542063,1.9373546,7.565168,56.991302,40.78571,-3.7956390000000013
0,android_turns.csv,4.0,19.401499,5.0335627,0.021278039,1.2837689,14.025608,24.246206,2.0952542,10.811213,54.810417,50.86468,10.220598
0,android_turns.csv,5.0,17.252346,3.6937501,0.009223424,1.7411487,14.397596,20.272665,2.4951239,16.560873,61.77145,6.8083935,5.875069
0,android_turns.csv,4.0,23.131992,3.3316252,0.019678298,1.9711232,29.87709,15.633176,2.7379622,8.887235,29.934305,72.812675,-14.243913999999998
0,android_turns.csv,4.0,11.7471285,6.8243127,0.021120349,16.32653,15.524363,8.92539,1.5103666,12.396622,85.09027,4.033267,-6.598972999999999
0,android_turns.csv,5.0,18.275797,4.761,0.020337416,21.428572,15.323038,20.467999,2.3949108,15.600079,74.89091,7.1502423,5.144960999999999
0,android_turns.csv,4.0,18.111757,6.189188,0.023956493,10.714286,16.284922,20.669325,1.6878359,10.243012,63.802315,21.361883,4.384402999999999
0,android_turns.csv,4.0,12.034737,5.434938,0.013627608,9.693877,8.075354,15.166451,1.639431,16.57541,90.74389,8.802436,7.0910969999999995
0,android_turns.csv,4.0,14.786172,4.8801875,0.016702352,14.285714,15.009867,16.821789,1.7843238,17.054928,83.90792,3.5934424,1.8119219999999991
0,android_turns.csv,5.0,11.761829,4.6024375,0.012832173,12.244898,12.8400345,13.77955,2.4133797,19.59614,90.96086,4.9482307,0.9395155000000006
0,android_turns.csv,5.0,12.001183,4.2452188,0.010109039,13.520409,9.126715,15.0546055,2.222025,21.184679,90.77409,7.4240255,5.927890499999998
0,android_turns.csv,4.0,7.730864,4.324719,0.009272012,10.714286,8.970128,6.777928,1.7392617,20.379118,88.94252,3.8607078,-2.1922000000000006
0,android_turns.csv,5.0,10.200446,3.88825,0.00868494,7.142857,11.721563,9.037236,2.1051152,23.556372,92.52769,1.1497697,-2.6843269999999997
0,android_turns.csv,4.0,12.088422,5.03886,0.014692202,20.918367,3.4896262,19.908764,2.3221042,17.300926,87.86338,13.187523,16.4191378
0,android_turns.csv,5.0,33.143063,7.5779066,0.06516806,11.224489,32.950123,35.05285,1.4747858,6.8071785,51.85424,77.06137,2.1027270000000016
0,android_turns.csv,4.0,15.632481,5.197438,0.022795886,13.775511,12.1465845,21.5641,1.9348481,15.466171,80.998085,15.675101,9.4175155
0,android_turns.csv,4.0,10.647834,2.9358127,0.008272813,22.959183,14.54011,10.849157,0.5863757,9.015625,26.825865,15.799534,-3.6909530000000004
0,android_turns.csv,4.0,17.645725,6.506407,0.0256437,20.408163,16.978373,10.78205,1.522885,10.519666,68.86257,22.837044,-6.196323000000001
0,android_turns.csv,4.0,9.3168545,6.149563,0.013175044,22.959183,14.204568,2.4830034,1.0023252,13.636359,84.39866,5.4770374,-11.7215646
0,android_turns.csv,4.0,16.369926,5.1176877,0.016184567,18.367348,7.4937487,26.530107,2.1342819,16.807732,86.68352,10.38521,19.0363583
0,android_turns.csv,5.0,27.08375,4.5623126,0.022847367,13.010204,25.008986,28.342031,1.4913142,7.059382,32.48717,5.9004865,3.3330449999999985
0,android_turns.csv,5.0,14.601625,3.6497502,0.010698221,16.071428,14.0032425,17.000744,2.6739573,19.735056,72.810936,5.4275856,2.9975015000000003
0,android_turns.csv,4.0,35.44271,13.727188,0.1261852,11.734694,34.359398,35.612083,1.3725176,9.547559,131.44325,8.79352,1.2526849999999996
0,android_turns.csv,5.0,23.502783,6.3479066,0.030315088,12.244898,22.145704,29.818409,2.5370967,14.31719,91.45221,13.526032,7.6727050000000006
0,android_turns.csv,5.0,18.132635,4.9592423,0.02085317,12.244898,17.51524,19.953505,2.665633,15.096491,75.466095,8.35594,2.4382650000000012
0,android_turns.csv,4.0,16.876112,6.387711,0.028361335,5.612245,12.2584305,21.116714,1.9555238,13.808542,88.75284,6.562292,8.858283500000002
0,android_turns.csv,5.0,13.533485,3.4515157,0.00700002,7.6530614,14.607217,12.750557,3.039029,23.480907,81.976265,11.631861,-1.8566599999999998
0,android_turns.csv,4.0,34.476837,8.132973,0.067581,10.459184,30.400013,36.23842,1.7549735,6.8926215,56.33095,101.50526,5.838406999999997
0,android_turns.csv,5.0,17.367601,4.2060313,0.015976895,12.244898,14.987497,27.872269,2.9886608,20.510471,87.07393,14.442184,12.884772
0,android_turns.csv,5.0,14.951706,5.4754066,0.016852994,8.163265,10.938637,17.13496,1.7202055,12.996143,71.67482,26.89054,6.196323
0,android_turns.csv,4.0,15.090395,5.1975627,0.016411489,8.163265,11.855782,19.64033,2.0770886,15.429209,80.80645,23.902092,7.784547999999999
0,android_turns.csv,4.0,17.054478,5.214563,0.018463407,2.9453263,15.238684,21.017672,2.6654406,17.385351,91.286575,11.140915,5.778988000000002
0,android_turns.csv,5.0,11.869086,6.373438,0.018389978,2.630023,8.100629,19.679657,1.6749883,13.843417,88.731476,15.14362,11.579028
0,android_turns.csv,4.0,20.379786,4.78,0.016749272,1.3571658,22.455372,18.405344,0.7892773,8.422953,40.56673,18.926788,-4.050028000000001
0,android_turns.csv,4.0,13.500446,4.961735,0.014369132,4.472429,8.437016,19.628777,1.959369,19.4549,97.23466,7.210285,11.191761
0,android_turns.csv,5.0,14.684058,4.165078,0.011656161,3.1453052,10.383827,19.670248,3.0803814,23.192171,97.43717,2.929459,9.286421
0,android_turns.csv,4.0,8.558532,4.7997503,0.008778555,10.714286,6.062107,10.983376,1.3547755,17.835918,86.31545,4.2522426,4.921269
0,android_turns.csv,4.0,17.332554,6.7435,0.023777615,13.520409,14.047981,21.653576,1.6539644,12.805447,86.85852,3.9245422,7.605595000000001
0,android_turns.csv,5.0,9.908352,6.5202503,0.01237288,4.380561,6.4944506,13.785519,1.0072017,12.95083,84.91178,2.4425104,7.2910684
0,android_turns.csv,5.0,12.634729,4.89025,0.010941969,5.9400826,11.067533,14.52281,1.8862389,16.984863,83.670975,1.5113988,3.4552770000000006
0,android_turns.csv,5.0,10.046268,5.3975,0.013044719,1.8040996,6.3040366,13.68394,1.4048996,14.432813,78.42393,5.703575,7.3799034
0,android_turns.csv,4.0,15.985942,2.100883,0.008608988,3.3881214,14.804844,17.360233,1.8221743,16.551382,35.372047,1.8488377,2.5553890000000017
0,android_turns.csv,4.0,12.095226,3.584875,0.006440599,2.5594616,10.343245,13.326852,3.4410312,25.268238,91.49846,4.7075706,2.983607000000001
0,android_turns.csv,5.0,11.510958,4.09175,0.009573901,2.7418146,7.390687,15.392683,2.7688098,18.04719,74.498085,14.40978,8.001996
0,android_turns.csv,5.0,19.58507,4.817813,0.015803812,2.8702283,20.502096,19.346533,3.0296385,15.13254,73.45391,27.334621,-1.1555630000000008
0,android_turns.csv,5.0,14.189655,4.3641253,0.01472967,7.397959,14.54011,16.575724,2.0967011,17.500519,77.09497,17.153858,2.0356140000000007
0,android_turns.csv,4.0,15.609366,4.3641562,0.016794918,6.632653,13.690072,18.544231,2.093088,17.30336,76.201065,20.162079,4.854158999999999
0,android_turns.csv,5.0,16.217813,5.236969,0.018267164,5.612245,16.217813,15.770426,1.1324317,9.173037,48.40284,38.9836,-0.4473869999999991
0,android_turns.csv,4.0,23.225029,4.5228753,0.020135058,5.612245,22.078596,24.606339,1.2988317,8.743452,39.892433,55.338505,2.5277429999999974
0,android_turns.csv,5.0,23.528133,4.998969,0.026355494,5.612245,23.308912,24.226059,1.8055289,10.066693,50.722477,50.779015,0.9171469999999999
0,android_turns.csv,4.0,23.315304,7.300125,0.039279163,6.122449,23.622084,24.382645,0.72968435,6.6919484,49.117558,56.593037,0.7605609999999992
0,android_turns.csv,4.0,10.867013,5.2512503,0.013786587,3.2506864,7.4136,13.906098,1.2725538,14.663892,77.53483,7.758794,6.492498
0,android_turns.csv,4.0,15.156716,7.360938,0.025287416,2.479713,12.024883,18.156233,1.3343182,11.217661,82.97927,11.18914,6.131349999999999
0,android_turns.csv,4.0,13.744835,5.758469,0.01884457,1.3739169,10.782639,18.44992,1.6462327,13.643488,79.05973,13.502346,7.667280999999999
0,android_turns.csv,4.0,16.32928,5.576438,0.018371245,2.3458278,11.233236,21.41864,2.3620043,18.694422,104.925224,5.0013213,10.185404
0,android_turns.csv,5.0,10.753224,6.4093127,0.015667401,4.535989,7.9676456,11.192323,1.3560656,13.488603,86.9411,18.296648,3.2246774
0,android_turns.csv,4.0,16.516762,6.0110626,0.023743918,4.164035,18.351559,16.389479,1.3862326,13.620323,82.36583,8.753262,-1.9620800000000003
0,android_turns.csv,5.0,10.5899315,4.1280627,0.009042279,4.469368,8.242042,12.514049,2.1058836,21.1666,88.14352,5.0333185,4.272007
0,android_turns.csv,4.0,11.833498,6.2283754,0.017603783,4.162197,11.277106,13.798414,1.0312126,13.516558,84.67565,5.6547008,2.5213079999999994
0,android_turns.csv,5.0,5.0591345,5.757813,0.007316972,4.4754887,3.8255305,5.806782,0.7201774,11.988217,69.46004,10.552176,1.9812515
0,android_turns.csv,4.0,17.095188,6.167594,0.023682037,2.9622908,18.612535,18.683392,2.1117218,14.4046955,89.364914,11.622757,0.07085700000000017
0,android_turns.csv,5.0,13.434778,4.5967813,0.011007035,2.6852293,13.296931,14.613075,1.9667765,15.865808,73.50591,2.175392,1.3161439999999995
0,android_turns.csv,5.0,8.204757,3.9472034,0.006282416,3.0713909,5.876012,11.6862135,1.8316357,20.943098,83.42508,4.7165155,5.810201499999999
0,android_turns.csv,4.0,5.2645082,9.451656,0.01254336,2.2095544,1.1748931,5.4953833,0.6516352,8.249065,78.26605,38.274048,4.3204902
0,android_turns.csv,4.0,5.4343057,5.402953,0.007779725,2.440609,8.122513,2.6721096,0.9218058,17.192162,93.51607,4.659741,-5.450403399999999
0,android_turns.csv,4.0,10.137641,5.851172,0.011151479,3.9057384,7.7437434,12.13763,1.4511232,16.298868,95.95982,5.473121,4.3938866
0,android_turns.csv,5.0,10.435438,3.8027346,0.007787317,5.4273634,11.422211,11.680018,2.2264729,22.728481,87.253525,7.057794,0.2578069999999997
0,android_turns.csv,4.0,15.476221,5.938594,0.021539127,3.745962,13.491412,18.095472,1.5865407,14.905203,89.05567,1.967492,4.6040600000000005
0,android_turns.csv,5.0,12.87492,5.4519377,0.01778491,1.9695984,11.962968,14.801511,1.487116,13.524915,74.22532,3.396348,2.8385429999999996
0,android_turns.csv,5.0,27.721087,3.9470315,0.0226156,1.9943504,27.106838,28.542273,1.8259735,8.237869,32.81343,5.329906,1.4354350000000018
0,android_turns.csv,4.0,17.625072,3.6211877,0.014800282,1.2856557,14.106577,21.142956,1.4001381,9.180866,33.5781,30.55987,7.036379000000002
0,android_turns.csv,4.0,15.383358,2.353844,0.004122123,1.8475683,14.60431,16.162407,1.1922917,11.274197,26.945972,9.020565,1.5580970000000018
0,android_turns.csv,5.0,10.273577,2.4262657,0.005518531,2.2562428,7.9282837,12.321068,1.5843788,13.633886,33.573154,16.549477,4.392784300000001
0,android_turns.csv,5.0,9.444866,4.27325,0.007786574,3.4969358,7.1603155,12.570036,1.7107399,18.961176,81.7125,5.077456,5.4097205
0,android_turns.csv,5.0,11.141707,4.8511252,0.012699212,1.025604,7.224238,15.29156,1.696418,17.64133,86.21896,4.4276223,8.067322
