eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventSensorDetectionMthd,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianLateralAccel,memsP75LateralAccel,memsP95LateralAccel,memsMedianHorizontalNorm,memsP75HorizontalNorm,memsP95HorizontalNorm,gpsMedianLateralAccel,gpsP75LateralAccel,gpsP95LateralAccel,bearing_angular_change_per_second,gyro_angular_change_per_second,bearingAngleChange,gyroAngleChange,mems_radius,gps_radius
4,23.297148,8.981563,0.05176795,2,0.72856766,26.728085,25.34002,0.48705694,0.8785961,1.1156051,1.012137,1.2815309,1.5869527,1.1722459,1.2720964,1.4052775,5.9821987,6.556523,59.02832,59.12527,37.568047,84.295265
4,12.475812,5.178758,0.014649752,2,4.664292,9.479442,15.868135,1.2463595,2.260902,2.8069596,1.5149276,2.2929454,2.8726861,1.4349295,2.3970695,3.085568,14.200285,16.1449,79.36165,84.19522,16.399445,21.209402
5,22.296337,5.938875,0.029981226,2,3.5736063,21.360867,25.42036,2.5924048,2.8292577,3.1117315,3.4908965,3.8046772,4.238838,2.8549333,3.3123171,3.5428035,14.328983,15.714379,93.2069,93.8948,25.496048,31.776962
5,52.208862,9.344063,0.12851305,1,3.6280942,51.688545,54.74217,1.8105209,2.1291316,2.587741,2.3580923,2.5827606,2.8914714,2.8883696,3.018193,3.0668988,6.6363487,6.732183,64.098724,63.149765,121.46202,189.92522
4,17.527983,4.962063,0.024311488,0,1.5309887,11.507506,25.144276,0.6789632,0.890728,1.1766706,2.5499399,3.2975223,3.8185468,2.4191666,2.9141972,3.4564433,19.827322,18.279259,106.40871,91.36489,5.0921264,26.244125
5,14.28828,4.962063,0.019235482,0,2.4851098,10.440659,15.2130165,0.32273185,0.4893322,0.83688986,1.3694144,2.4181528,2.8430185,1.5216852,2.1400561,2.8289468,16.408634,15.177255,88.073296,75.86021,6.6693316,30.740639
4,13.19993,3.9480002,0.014533022,0,2.6136024,13.041389,14.729702,0.3930211,0.76809597,1.4350955,2.2962973,2.9780898,3.453449,2.3155117,2.3565838,2.8934667,21.07434,19.437647,92.130394,77.44386,2.7890534,15.572053
5,13.496201,2.9701252,0.010641255,0,2.8129642,10.3900585,16.912971,0.37417758,0.91974115,1.4814563,3.1837711,3.631717,3.9694524,2.3806987,3.214261,3.214261,25.860924,23.753614,84.68683,71.41159,2.0080903,18.090088
4,12.755733,3.9481251,0.013608541,0,2.5707154,9.945785,15.952719,0.76271224,0.9798609,1.1859429,1.624146,1.979527,2.4018657,1.8221215,2.21517,2.5696387,18.51144,17.382116,81.06292,69.25637,6.2361794,18.07065
5,6.360683,0.94175005,0.001373967,0,3.8900294,5.671665,7.049701,1.0247264,1.3884354,1.6175482,1.7594901,2.1527865,2.5767915,0.69273895,0.69273895,0.69273895,19.309874,13.9792595,26.891209,13.671313,13.576091,13.307374
5,13.506616,4.5638127,0.014464898,2,4.6175942,13.103447,17.099072,1.3518672,2.1459553,2.951982,2.2567172,3.0284953,4.3634405,1.6249037,2.360349,3.093588,17.708117,18.829525,86.06028,86.61645,14.452094,16.211645
4,14.33155,5.143313,0.016030777,2,3.3890605,10.372399,17.795134,2.060726,2.878586,3.53558,2.2760062,3.4516807,4.377265,1.9189265,2.682968,3.162486,16.235704,16.913157,69.89485,87.61548,19.290287,23.28217
5,14.083693,4.6000004,0.015251668,2,5.224619,16.151993,14.521458,1.6919565,2.5052643,3.2294507,2.5066314,3.189536,3.9922404,2.1890128,2.6807625,2.9366136,18.006294,19.226421,83.645294,89.13794,12.503428,15.719188
5,23.2777,4.201563,0.019656146,2,5.7360764,22.512499,23.779783,1.432071,1.8703706,2.380503,1.968727,2.4688683,3.167112,1.9885046,2.6940315,2.6940315,8.780929,10.462267,44.01347,44.336815,37.462563,61.342186
4,50.081486,12.387376,0.16594084,2,5.6721106,54.555584,52.379402,2.0482821,2.3598702,2.680665,2.7562313,3.0326858,3.5151496,3.14226,3.2802906,3.7192993,7.720462,7.8962274,96.56445,98.09954,105.747665,150.32841
4,17.738718,8.439313,0.039571695,2,4.0764904,21.554317,19.226307,0.8514629,1.2544081,1.9735606,1.753418,2.3349876,3.2128038,1.5535195,1.9308548,2.176031,10.792636,10.95122,90.97354,92.81743,22.914326,36.859684
5,15.730957,2.970094,0.009965788,2,4.734227,12.175965,19.30007,0.085654736,0.57657516,2.5566192,1.6393005,1.8967507,3.8913074,1.5112233,2.081379,2.081379,5.2403765,9.153549,37.471764,27.51845,41.3331,32.664013
5,11.071906,2.6803126,0.00676801,2,4.707211,11.400499,10.4038925,1.8058449,2.4391627,3.3648574,2.1073928,3.0009503,4.2468348,1.0194002,1.8825451,1.8825451,12.924528,17.888496,35.060654,48.594692,18.889626,25.526756
5,15.268995,4.4188437,0.009394087,2,6.932497,18.235502,12.996549,1.2130079,1.3283517,1.5694745,1.2704655,1.3846,1.5868046,0.5720655,0.64599824,0.64599824,2.8372965,7.0789065,16.365952,31.534897,85.57147,90.80477
5,27.77248,4.3101563,0.030993221,2,5.244273,26.45464,28.40421,1.5784775,1.7733983,2.0202365,2.2857096,2.5170026,2.8358567,0.58726275,0.6708983,1.4055996,3.3159864,8.271642,13.9810705,35.951668,63.384636,283.2237
4,10.768195,5.577844,0.016380807,2,5.3314857,8.174911,14.750811,1.1628404,1.8629885,2.4831536,1.4826738,1.8770412,2.5789468,0.4166705,0.52606225,0.6194608,4.283085,6.940418,27.107225,38.96395,102.364914,74.05991
4,13.647713,2.6440313,0.004744928,2,5.490197,13.4708,13.824625,0.674718,1.3729662,2.702204,1.2598488,2.0393596,3.1827884,0.8328109,0.8328109,0.8328109,4.592589,10.851798,15.530162,29.085545,20.775648,65.52866
5,7.323921,3.440875,0.006004095,2,6.461051,3.6215868,10.531449,0.07253253,0.85148066,1.2985218,1.69785,2.0058544,2.6739643,0.84345376,0.8495537,0.8495537,3.3214688,11.601262,41.27954,40.33869,10.546828,26.088764
5,5.838785,4.9621253,0.008185317,0,6.157148,7.0193567,5.9022813,0.7112665,1.3663018,1.8143579,1.6777005,1.9471983,2.8951893,0.8143625,0.9116994,0.9983636,17.039244,15.715951,99.02909,78.55375,8.925008,10.221714
4,14.462291,4.962141,0.020786723,0,5.534874,12.903005,13.097876,0.54855466,0.872483,1.5083756,2.27493,3.2129583,3.9825325,2.0640054,2.6893249,3.156982,17.338718,15.341037,103.20765,76.67601,5.5161247,18.82107
5,11.434103,1.9920938,0.005889274,0,6.40433,10.4496155,13.387486,1.9872394,2.524129,2.8839495,2.942328,3.3990526,4.1936493,2.7667966,3.022054,3.022054,31.876568,27.695314,84.11289,56.174786,8.017505,12.944608
4,10.59752,4.272625,0.009249982,2,2.4772604,8.558735,11.484057,0.77137184,1.0424199,1.4266796,1.2581102,1.6761065,1.965086,1.2972889,1.534771,1.534771,11.295248,13.810264,56.08872,59.506126,11.992943,19.470312
5,14.96054,5.32275,0.015939817,2,1.3570995,16.849796,17.312317,1.4155821,2.3440602,3.3511348,1.943029,2.5385838,3.4111753,2.2136858,2.3287544,3.204398,15.296887,16.584475,85.26766,88.87553,17.599056,24.582811
4,14.770694,4.7071877,0.017179418,2,2.459689,10.480357,18.943005,1.2664876,1.851196,2.1757035,1.3215592,1.8685799,2.182712,1.6740611,2.8666937,3.1467109,16.163448,17.273952,82.07358,81.93721,12.391446,19.227057
5,15.623544,4.5262504,0.016413791,2,2.151792,16.394472,17.511206,1.9009577,2.613243,3.4641848,1.9675893,2.6889997,3.5467937,1.9007801,3.233716,3.5877254,17.636604,18.73408,82.40158,85.473495,20.255127,21.186935
5,20.623178,3.4037502,0.011931363,2,2.853489,19.64127,21.64572,2.1489658,2.5084126,3.0760336,2.1543813,2.5221243,3.2257173,2.3092415,2.5781493,2.5781493,8.709799,12.643311,39.84178,43.492485,40.756012,36.66037
4,40.641068,13.54297,0.14593771,2,3.502283,38.295948,45.491028,0.15903664,0.397996,0.5799824,0.34398854,0.5043336,0.7494563,2.104149,2.2823944,2.5427294,6.525422,6.7018514,92.526276,91.00565,17.75406,155.33057
4,18.76812,9.705484,0.047725134,2,1.276096,11.131953,25.125187,0.15545681,0.69720614,1.2407384,0.43411383,0.90091467,1.3754761,1.6200619,2.0242789,2.4622245,9.928676,10.3638735,99.40234,100.96173,5.722316,47.727
5,28.795614,10.611274,0.07991711,2,2.2329044,23.699451,33.401848,0.09739965,0.4466372,0.90559256,0.29665035,0.5398872,1.0164608,1.4812644,1.712587,2.2241719,6.7448506,7.075837,76.19741,75.339905,13.946076,126.760796
4,12.865893,5.3225,0.014065421,2,1.879251,9.91779,15.496438,1.0960805,1.8386505,2.4515646,1.2973564,2.056296,2.6083772,2.0416803,2.455552,2.6695597,14.6339445,16.56474,85.269005,88.7656,11.417701,19.542616
5,10.822506,3.9478595,0.011440688,0,4.42379,7.543961,14.816775,0.6185446,1.0031908,1.2424729,1.7131662,2.3825607,2.8796391,1.4268298,1.7585784,2.227822,18.344633,17.80251,81.45087,70.9266,6.391423,14.3852005
4,15.218476,2.9699688,0.011982256,0,4.4547496,16.786787,14.69456,0.12143588,0.45164537,0.56650066,2.5733566,2.9017239,3.2165813,2.392488,2.898819,2.898819,22.32257,19.399384,81.41268,58.31819,2.4085755,20.034618
4,12.556367,4.962252,0.018589726,0,4.23048,4.418683,20.088686,1.489532,1.7437696,2.0781667,2.3343687,2.674674,3.1881173,1.3226204,1.8375051,2.1837223,15.019502,15.22037,90.58527,76.07861,18.215248,16.316107
5,12.934259,2.9698439,0.00984607,0,2.9127002,11.152969,15.839422,0.51326036,0.6813562,0.87816596,1.9664162,2.4240966,2.811819,2.117486,2.5067112,2.5067112,22.415777,19.926386,79.77715,59.89994,3.8695838,17.697903
4,14.039675,5.249625,0.015829869,2,2.7061684,12.518713,16.49099,1.3843256,1.6993619,1.9764843,2.5690475,3.0323362,3.607507,2.5909977,3.165573,3.3207605,18.207972,20.201147,53.653812,106.779816,9.569485,17.167582
5,12.918309,5.213375,0.013993481,2,2.5353074,9.846888,15.361847,0.15566224,1.040623,1.2683691,1.7584387,2.2489555,2.6397803,1.782689,2.0936089,2.6788094,13.548417,15.112527,74.11289,79.334404,10.282271,26.453268
4,14.003466,4.0548754,0.011423553,2,3.4815135,9.3345,18.472614,2.1410384,2.4153423,2.5846186,2.1712506,2.4709616,2.6574304,1.5003446,2.0417948,2.0417948,10.060897,12.086637,43.265675,49.44739,46.75539,33.059475
5,20.339495,9.232125,0.049830325,2,2.9988358,29.90773,4.7871623,1.6054344,1.9369388,2.1314363,1.9931744,2.2312336,2.4782038,1.4833767,1.98891,2.2993248,10.007164,10.044084,86.34071,93.09621,44.523262,52.31863
4,15.237855,5.6639376,0.022780484,2,3.6163626,16.14978,17.085737,0.93745375,1.1586344,1.4351888,2.8576522,3.270742,3.6959424,1.42166,2.6406617,3.8545403,18.025274,18.596144,108.63406,105.99827,6.88404,29.758072
5,9.5131235,4.3266253,0.009322452,2,3.616696,5.2790766,14.111095,0.30574235,0.7743857,0.98965746,1.9932487,2.2687423,2.505705,1.7849774,2.4460106,2.4460106,17.63815,18.88709,74.44192,82.39834,4.043579,13.859205
4,19.049671,5.5395627,0.027153302,2,3.6174726,20.475746,19.062206,1.0190272,1.4261081,2.10935,1.8723254,2.8001883,3.5719461,1.3600775,2.340734,3.8156838,14.303096,14.821313,83.46333,82.64022,13.503639,56.366905
5,9.545247,4.3085628,0.011637822,2,3.6181858,5.6667213,14.592676,0.06512851,1.3072783,1.6846893,1.8697639,2.5876398,3.302457,1.0061551,1.8120123,3.382336,19.365467,19.626284,88.409836,85.26575,8.322173,15.506164
4,12.177169,5.9129376,0.017656427,2,3.618785,12.155904,13.6524,0.9633155,1.3707751,1.6830723,1.2679853,1.8068943,2.2909229,1.3387082,1.6659738,2.1466064,12.809258,13.832046,76.28659,82.283714,17.332253,22.069296
5,5.645139,6.3723755,0.007551855,2,4.090554,8.063315,6.0959835,0.17669174,0.94949275,1.5514343,0.5675949,1.0478427,1.7274635,0.45309332,0.4670847,0.48031747,7.8219757,9.100907,56.93141,58.32391,9.986018,17.761738
4,6.176442,9.995251,0.017232751,2,4.0922956,2.7233307,8.993374,0.68289804,0.92485434,1.5358257,1.0293908,1.3859653,2.4422896,0.8461815,0.89278334,1.4357338,14.18917,15.223563,122.12176,152.71068,9.902187,9.118035
5,6.5079627,6.0462503,0.009163829,2,1.8600888,7.5672336,4.8576856,0.5909756,1.6240574,2.8197756,0.8322182,1.6745398,2.8353167,0.50587285,0.7977669,1.1351826,9.723927,11.271318,67.07517,68.55729,27.541948,19.631155
4,9.948371,4.163563,0.011588144,2,2.0462637,7.6145463,10.748342,1.0299999,1.4198935,1.6516348,1.3203336,1.6427394,1.8983363,1.0318506,1.7357106,1.8719368,16.175558,16.303026,67.58803,68.46892,10.789063,16.756771
5,14.523445,4.9601254,0.015033489,2,1.549696,14.172592,17.018713,2.062818,2.8273387,3.6285233,2.3959517,3.052819,3.673312,1.8579195,2.8345501,3.092079,16.551268,17.846949,88.439,89.16926,19.798143,18.011097
4,14.292187,4.0188127,0.01181715,2,1.7257876,10.671129,17.831652,2.349759,3.014365,3.99925,2.6880715,3.2451017,4.1189046,2.8486083,3.4827228,3.4827228,19.759075,22.212948,88.03849,90.073906,14.2609825,16.98275
5,11.90123,4.8515625,0.013221303,2,1.9086646,9.43902,15.591383,1.7534586,2.456105,3.014708,1.9411502,2.483586,3.0379956,1.5858873,2.2429845,2.7914944,16.371334,17.289116,85.280174,84.505196,20.627188,19.708185
5,16.40812,3.2223127,0.009255183,2,1.3205831,16.582933,16.245304,1.5521033,1.8844502,2.2103267,1.5842054,1.9537055,2.3251114,1.8724228,1.9950378,1.9950378,9.4271555,12.483466,38.721092,40.67761,28.623682,28.691038
4,43.55836,13.3966255,0.14548813,2,2.767797,44.943695,45.385727,1.5652754,1.710496,1.9001478,1.6292384,1.7542009,1.9176402,2.5097811,2.5996933,2.6871362,6.5593805,7.1794853,93.709595,96.44083,92.5563,152.11868
4,19.154905,9.777453,0.047039837,2,1.5655311,18.36122,21.8513,1.6211913,1.8850367,2.3722942,1.6966884,1.9861422,2.5300446,1.5833367,1.6804621,1.8655077,9.864873,10.381109,101.01006,101.87535,51.98368,49.388763
5,28.21075,7.4965787,0.047738302,1,1.6859748,24.084143,28.326454,0.2005464,1.0690814,1.2079252,1.8317864,2.0895805,2.83739,1.682664,2.2841268,2.3805969,6.7606125,8.103545,58.376358,61.042343,42.109184,80.17301
5,12.878807,6.117875,0.017241567,2,1.9449695,9.662294,16.452518,0.63021874,1.3189604,1.8460897,1.5078926,2.1584072,2.6390307,1.4173374,1.8555349,2.3359504,12.3096285,13.796467,79.35673,84.9045,15.73119,28.945053
4,14.4310665,3.2942502,0.011712821,2,3.4538014,10.733028,18.450071,2.229161,2.5513518,2.6860654,2.2567875,2.5523014,2.6886601,1.7111123,2.1872172,2.1872172,14.071383,14.612081,45.789173,48.664814,28.423409,28.931736
5,20.178328,9.050125,0.046025082,2,3.1294127,26.747065,9.470534,1.4388784,1.6143509,1.90585,1.5350604,1.7188027,1.9684952,1.5642971,1.702944,1.9126899,8.748348,9.338291,83.765724,84.85076,47.42413,56.502026
5,54.317898,8.3265,0.104493126,2,2.9403167,55.18693,53.712654,2.772184,3.2580602,3.8976762,2.9536319,3.5518546,4.313216,3.282872,3.5660782,4.0809565,6.8802423,7.9088383,61.071968,66.13926,152.7269,181.0711
4,12.948218,6.3716254,0.016779104,2,2.214375,12.433124,17.314987,1.2024839,1.7145892,2.2615147,1.9239111,2.1601188,2.461268,1.854219,2.1600251,2.3310745,14.788942,16.320932,100.00434,104.581726,11.727307,18.313114
5,15.766868,4.4891253,0.012738065,2,2.0925074,14.374767,17.441708,1.9617517,2.8818824,3.3041785,2.4826484,3.4140263,3.940373,2.6268103,3.2659504,3.2659504,15.63322,18.78558,78.34281,85.01091,20.138859,20.299412
4,5.0990806,7.7114377,0.008321666,2,3.7155547,6.1173506,4.3583198,0.05497761,0.19975355,0.54394054,0.22304164,0.3506789,0.7083085,0.50625837,0.57368577,0.5916929,8.142137,10.031113,73.39547,77.71747,3.1787465,12.534288
5,7.589456,5.8651876,0.011167168,2,4.421891,4.3186035,11.2056465,0.28823537,0.56014085,1.1164484,0.99792093,1.141747,1.3887844,0.7541387,1.0203109,1.206876,12.610836,14.224504,84.126205,83.94439,4.856464,11.598588
5,6.8050513,2.9324377,0.00578779,0,2.5729296,5.9472833,8.664868,0.64097726,0.7671987,1.1219348,1.1501508,1.5993286,2.475256,0.8102581,0.9528644,0.9528644,16.14638,11.973414,62.595745,35.54476,11.558536,9.8438015
4,8.654503,2.968625,0.007242769,0,2.2029421,8.684505,7.6170087,0.79980105,1.2493526,1.6716856,0.8616362,1.2738372,1.693603,1.2694943,1.5205327,1.5205327,16.090015,13.170647,66.66225,39.575527,13.685141,12.3184395
5,11.244501,4.2358127,0.00890269,2,1.5884467,11.384035,13.2750025,1.794547,2.5269232,3.7918305,2.1537395,2.7928283,3.824218,1.7664554,2.6054163,2.6054163,16.817146,19.411287,75.20802,82.92534,17.853045,13.772266
4,14.788989,5.0685625,0.016551374,2,2.2526333,9.814681,18.963926,1.5096371,1.7760434,2.6644702,1.9017258,2.085221,2.7944522,1.9715945,2.580529,3.112437,15.166878,16.670849,84.35081,85.100784,13.287621,19.429516
5,12.674939,4.5979376,0.01290139,2,1.4534442,13.162843,15.642261,1.6274192,2.5289192,3.4403913,2.035823,2.6657746,3.4493387,1.7440252,2.4134831,3.1784134,17.694715,18.53185,83.449036,85.87923,18.878292,20.259222
5,11.839023,4.5255003,0.013483805,2,1.3965687,5.4254947,18.821018,0.8303218,1.3961301,2.1565516,1.7248948,2.0030947,2.5667121,0.88102686,1.7238787,2.0232806,9.902911,10.624776,46.25672,48.467087,24.780262,30.368532
4,46.346607,12.744375,0.15363847,2,3.1319325,49.673256,47.898678,2.0035906,2.155314,2.404852,2.0264993,2.2107956,2.4242654,2.7641943,2.9080744,3.0501482,7.177424,7.526215,94.98176,96.1894,110.05665,152.8911
4,16.533752,5.7935004,0.017804807,2,3.9792376,14.784661,19.22821,1.8902824,2.305346,2.737525,1.9217255,2.3306684,2.7379208,2.2643914,2.5743256,2.674032,12.097145,15.223618,79.71821,88.749275,21.559849,24.883898
5,15.204315,4.127938,0.011809951,2,2.9157462,13.314119,17.507975,2.1914124,2.6973944,3.4771612,2.2504916,2.7172952,3.8091385,2.2605155,2.8231006,2.8231006,15.028906,17.388699,70.56028,72.40911,22.501171,24.513475
5,11.651397,3.512344,0.009070949,2,1.5356816,8.033923,15.496888,0.7556292,0.906352,1.0489231,1.2416835,1.3190968,1.4394134,0.6903876,0.8836303,0.8836303,6.8979607,7.7897787,29.239605,27.642448,40.943016,37.07875
5,24.94778,4.3453126,0.026992867,2,2.9782155,24.80679,26.00394,1.4283473,1.528986,1.6583264,1.4581988,1.5551417,1.6747328,1.3952732,1.5935503,1.6066307,6.8477583,7.312567,31.346783,32.040184,82.900345,86.21431
4,16.91513,4.055688,0.015127655,2,2.7841783,13.437757,20.376997,0.9010175,1.1635668,1.353164,1.3820087,1.5048423,1.6550843,1.2005858,1.3613586,1.3613586,6.812112,8.544533,34.61826,34.963367,40.63117,46.950367
4,13.797297,2.4987032,0.007977188,2,2.185375,12.79071,14.730556,1.1149428,1.5134387,1.9272746,1.1172659,1.5166352,1.934166,1.3575352,1.4098923,1.4098923,9.929833,11.081581,24.74336,28.090881,29.44501,30.755325
5,9.238979,3.4040627,0.005380771,2,3.1299834,8.241001,10.13788,0.8270904,1.0133967,1.2590585,1.0028021,1.1300716,1.323046,0.81592256,1.2144454,1.2144454,7.800376,11.288527,31.728815,38.83565,20.855583,21.356613
5,7.6229525,4.164641,0.005677932,2,3.2557127,6.1440406,10.753952,1.3722428,2.022231,2.453905,1.7794352,2.0901604,2.6679893,1.3112737,2.100781,2.100781,18.317251,20.786402,82.36764,87.32067,10.387057,9.302835
4,5.1321898,4.3095317,0.004029312,2,3.4126782,2.514665,7.582773,0.8465281,1.150498,1.3447593,0.8980859,1.2391744,1.4081274,0.9551636,1.314496,1.314496,15.818756,18.813404,75.43916,81.75828,7.171951,7.2804337
4,7.137263,5.504875,0.010097795,2,3.116389,8.118454,6.2251444,1.2200764,1.4851494,1.8992571,1.2330279,1.5167878,1.9032584,0.7720901,1.0246544,1.2452323,15.311518,15.988969,84.80922,88.596344,13.611073,11.282436
5,6.818149,5.903305,0.009694464,2,3.759151,9.536043,6.8515673,0.90072143,1.4136083,2.15338,1.1742282,1.4604357,2.1953828,0.6853265,0.82291865,0.9564129,13.421962,14.468721,83.198494,85.93728,14.885776,11.809473
4,12.558688,5.8309298,0.017114745,2,3.266564,8.653569,13.5099535,1.3741974,2.0422175,2.5407002,1.9256871,2.2168052,2.5434341,1.8689177,2.2079346,2.3984299,15.745998,16.818096,98.75351,98.67424,12.562673,17.832914
5,10.814206,3.802844,0.00885086,2,5.2069464,8.936394,13.656042,2.0609076,2.7252686,3.3142045,2.2059674,2.7763865,3.3926678,2.0090623,2.6207736,2.6207736,21.68095,23.58122,91.25964,90.529755,11.595159,13.858801
4,16.49996,4.962211,0.023090921,0,2.621786,8.6727915,22.789553,1.8414266,1.9235301,2.0730817,2.2741404,2.4910285,2.8482637,1.761313,1.9876258,2.294333,14.751285,11.363714,80.81303,56.800747,54.92218,31.562992
4,13.950636,3.9834378,0.026506484,0,8.773271,9.799968,18.742632,1.4578271,1.6354942,1.8137593,2.1708412,2.4995623,3.175826,1.246947,2.7581027,3.5575912,17.28031,18.426317,74.48291,74.06736,11.653545,25.582994
5,8.386555,7.962563,0.016853577,0,4.227499,4.6252627,16.794685,0.68195444,1.018146,1.2167503,1.62988,2.1283293,2.6378498,0.70445853,1.4889531,2.0759485,12.92645,10.854177,110.20251,86.82172,26.734552,19.192942
5,8.724274,4.9611564,0.013510968,0,4.1812363,5.542019,12.0143795,0.5955136,0.7621138,0.92183495,0.87796247,1.117919,1.747281,0.74429095,0.9157194,1.4917134,15.411229,12.250762,92.545876,61.22158,20.984121,21.39152
4,5.185803,0.9777657,0.002421939,0,4.038111,4.0666227,6.304983,0.06520438,0.2015953,0.28773713,0.31193978,0.4633292,0.6543447,0.8735515,0.8735515,0.8735515,16.32598,13.089689,46.266743,13.272673,2.0151126,6.7761087
4,6.880112,3.9832346,0.007939482,0,1.7482467,7.9657493,5.7063594,0.4037888,0.8063812,1.0971091,0.63452053,0.82051754,1.1054809,1.0748714,1.237132,1.4109175,20.203327,17.802126,90.77521,71.54887,4.667893,9.0230465
5,7.584161,3.9470627,0.008501522,0,2.3296828,8.686363,7.9041576,1.4021943,2.1571295,2.992823,1.5246239,2.2759757,3.2823613,0.9673828,1.1858999,1.6694875,19.398794,16.319626,90.839355,65.00555,23.07843,12.274672
4,12.244158,6.155961,0.020852493,0,3.549941,5.5485797,14.513154,0.74715877,1.6570814,2.2770438,1.1350201,1.7838323,2.405015,1.523139,2.048008,2.267353,15.609679,14.613964,98.25521,90.48909,10.383526,19.014296
5,12.591825,3.6483674,0.009715621,2,2.7284117,13.365121,14.033972,2.4543128,3.1141918,3.623351,2.6934667,3.1788785,3.6670136,2.3856802,3.2771368,3.2771368,22.651985,23.93813,85.75461,88.20844,12.306468,14.262464
4,11.730898,5.215141,0.013094818,1,2.838829,6.6788406,16.478592,1.252484,1.5500195,2.2109914,1.8212736,2.0773234,2.2831912,1.6606457,1.8676647,2.7277915,13.90896,15.532129,79.77222,81.56476,17.80004,17.023363
5,7.8736277,6.700219,0.012346639,1,2.0234826,13.652272,6.4249334,1.04091,1.498338,1.9888104,1.4048803,1.9177922,2.718687,0.7262399,0.9723597,1.4665715,14.252715,14.824455,98.37714,99.864006,19.696846,10.548033
5,21.27776,4.9982815,0.02355655,1,4.25373,20.778036,21.609365,1.2814872,1.3999606,1.8297398,1.294492,1.4165038,1.8349845,1.1321248,1.3918151,1.4783678,6.0720425,7.6606374,31.314394,38.567486,70.58639,79.23914
4,18.307573,4.7809925,0.021037154,1,5.165283,16.037752,19.157139,1.0247295,1.1645589,1.3233013,1.0714308,1.1895715,1.4450951,1.1542859,1.2311562,1.2653142,6.46404,7.572877,35.048157,36.480156,58.138577,63.211517
5,11.53474,4.12825,0.009225259,2,2.3427744,10.242608,14.070376,1.87918,2.4025106,2.8386965,2.1091661,2.6748228,2.948646,2.009467,2.66532,2.66532,18.177261,20.555483,80.10732,85.60255,14.272465,14.774772
5,11.4873,4.3771877,0.00878657,2,2.887005,7.5911016,15.746753,2.0988555,2.358942,2.624232,2.1399286,2.3875268,2.6428697,2.2100427,2.3939075,2.3939075,16.042454,19.411213,80.386566,85.668724,17.262724,16.141508
4,11.607653,4.816344,0.010015867,2,3.338233,9.108648,14.270606,0.92610455,1.3600204,1.8616205,1.4823626,1.902904,2.4316633,1.9640317,2.4427876,2.4427876,13.889044,17.207218,76.767166,83.494354,10.3509655,15.650577
5,8.586016,4.9975314,0.010736784,2,4.2220263,5.7405653,12.191179,1.0604261,1.4217373,1.9598904,1.0718004,1.4753001,2.0845861,1.0309491,1.586628,2.1903727,13.581086,16.305548,70.99627,82.07797,11.161069,13.55943
4,11.290376,4.780172,0.009173469,2,1.8833855,8.650031,13.722769,0.8170899,1.0298419,1.4549139,1.600639,1.7738414,2.077368,1.873311,2.2711139,2.2711139,13.235171,17.044775,73.182816,82.09421,9.004725,15.628366
5,11.859723,3.9474103,0.012583292,0,1.6016314,12.044029,14.232318,0.029910326,1.3262218,1.5846467,1.7782745,2.1489632,2.9198735,1.3759973,1.998063,2.0519826,17.647163,16.528252,80.07073,65.83692,8.127968,17.094124
5,10.070179,5.6124067,0.013701896,1,2.3605266,11.171114,11.197522,0.1435422,0.71078974,1.3864943,0.58014894,0.8141961,1.4536352,0.70809454,1.4092488,1.9207463,14.0422125,14.663171,81.33355,82.82662,10.096823,32.59244
5,10.705303,4.055422,0.008311641,1,2.334535,9.366481,12.997513,1.5676429,2.6088655,3.0056071,1.5767471,2.6775775,3.1172214,1.7216153,2.2328262,2.2328262,17.378437,19.44515,80.960754,92.001335,14.57983,15.997648
4,7.2296796,7.531641,0.013618123,1,0.8419657,5.3675613,15.970686,0.0597689,1.0607903,2.5392303,1.5547556,2.3330522,3.0972123,0.45299155,1.8094225,2.0755649,10.167285,10.250287,83.0485,83.14006,12.24859,17.480242
5,5.2320013,4.055508,0.007274993,0,1.7934432,6.4074106,4.3215203,0.5964111,1.0283155,1.3120146,1.3161101,1.4596068,1.5009644,0.6597228,0.8569032,0.9767717,21.442455,17.427813,97.06904,80.77558,6.066986,8.258621
5,11.375258,5.72125,0.013218033,2,3.1403017,12.206844,10.872397,0.038186353,0.37463352,0.6088882,0.24790035,0.39120206,0.6194412,1.85724,2.0288992,2.2548351,16.466696,19.25895,83.60437,110.89613,1.5095315,13.25856
5,19.893528,6.5541253,0.027150115,2,3.358255,18.281628,23.949589,0.027835427,0.30240506,0.55478966,0.2915199,0.44484052,0.7190568,2.423106,2.7366076,3.1066175,12.356452,14.224642,89.03239,93.74517,2.3899887,31.576195
5,48.5045,8.690688,0.09431876,2,3.3055637,49.276157,48.788273,0.0142719,0.34104097,0.6084548,0.3221466,0.4487926,0.7387451,2.673906,2.8064733,3.293971,5.898089,6.8993316,56.083847,60.20977,13.427049,175.63644
4,18.487804,5.7622504,0.026440939,2,4.2744827,18.59596,21.742384,0.05401522,0.3377254,0.7646269,0.23133633,0.40057704,0.7859389,2.3265772,2.5101995,4.1426077,18.001913,18.751453,108.23481,108.73014,1.3238978,26.676365
5,11.189702,5.146625,0.012673862,2,4.2216725,6.7654743,16.072939,0.002383412,0.27418745,0.49907893,0.19634604,0.3160181,0.5483393,1.6665672,2.4157202,2.6616852,14.604381,16.294197,80.75562,84.45068,1.7910265,21.344343
