eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventSensorDetectionMthd,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianLateralAccel,memsP75LateralAccel,memsP95LateralAccel,memsMedianHorizontalNorm,memsP75HorizontalNorm,memsP95HorizontalNorm,gpsMedianLateralAccel,gpsP75LateralAccel,gpsP95LateralAccel,bearing_angular_change_per_second,gyro_angular_change_per_second,bearingAngleChange,gyroAngleChange,mems_radius,gps_radius
4,15.188823,4.9587817,0.025487248,0,18.112246,4.1607084,22.794416,1.2267663,1.4863694,1.813159,1.8936381,2.132484,2.3982222,0.9314834,3.3164291,5.4823856,18.331116,10.152853,107.201355,50.74855,28.845467,31.020777
5,9.934498,7.9735003,0.016154142,0,21.938776,24.136581,12.370276,0.5906012,1.3870847,2.684929,2.44062,2.8418238,3.3499503,0.7857959,1.9482064,3.8228137,11.111808,0.4260828,108.90256,3.4142737,384.25488,30.453444
4,16.857578,3.9668283,0.019343985,0,12.244898,11.833412,23.264174,1.2396727,1.5454197,2.1493196,1.5262946,1.9172701,2.2369943,2.3596215,3.4713666,3.870338,22.133553,8.728894,101.50238,34.972282,35.984432,21.647932
5,15.196278,1.9437501,0.008115497,0,10.714286,12.303169,17.917889,1.0736876,1.8192563,2.21026,1.8046372,2.0523,2.3126276,3.2253342,5.2703514,5.2703514,33.234722,5.514618,77.001205,10.937796,30.849035,14.632395
5,6.7427754,5.950094,0.010087851,0,42.857143,7.3147936,5.2791777,0.6758382,0.94372696,1.0784007,0.7138247,1.0578071,1.2674577,0.9229751,1.5373318,1.8890412,16.688808,4.916071,132.40276,29.444801,29.161053,11.556787
5,6.2097445,3.9668126,0.005909702,0,7.6530614,8.94776,0.38027978,1.9359365,2.1407905,2.5485525,1.9662509,2.1605456,2.5527039,1.258174,1.5836692,2.7522404,32.192093,5.214959,135.50107,20.893635,192.73235,5.7937994
4,13.690072,3.9668126,0.015242123,0,9.183674,14.2940445,11.811042,0.8263736,1.3888612,1.9006968,1.0598005,1.5018234,1.9082497,1.7767848,1.7841496,2.9690044,17.192646,3.2458048,80.20188,13.004255,370.7133,25.68755
5,12.677856,3.6097815,0.009623563,0,11.734694,15.323038,15.0546055,0.091921575,0.7955817,2.069776,1.1819344,1.5121683,2.6899407,2.0770342,3.126586,3.126586,22.189709,18.366985,73.30306,67.02939,3.0461926,15.68664
4,10.587118,5.9513755,0.024092503,0,48.97959,4.6304655,3.4448874,12.974553,13.273081,13.656675,12.983413,13.274637,13.661662,1.1391108,2.3482249,5.8440437,18.53353,0.7630619,117.10245,4.5715427,1040.8597,17.44104
5,5.860783,0.95225006,0.002054968,0,31.122448,5.525242,6.1963234,0.04556465,2.0307322,3.1282492,2.0659235,2.7032182,3.4377768,1.0147945,1.0147945,1.0147945,9.346286,3.1836638,46.005753,3.1579628,45.717434,10.823249
5,8.148053,2.975625,0.008495479,0,25.0,2.6619585,4.183078,0.08948326,0.142941,0.29972363,0.8738817,1.0560822,1.9035785,1.8478612,4.536495,4.536495,32.66541,2.129633,114.70478,6.421482,48.550076,8.132013
4,10.25637,2.9758751,0.003432231,0,18.112244,13.511117,11.49787,0.45310283,0.57621694,0.9169793,0.6368803,1.5096502,4.6936336,1.247135,6.2112155,6.2112155,12.030073,2.1855853,133.90001,6.589608,683.641,15.015362
5,6.20378,10.950376,0.019696819,0,14.285714,11.766302,2.6619585,0.036773205,0.25180292,0.6846669,0.3848346,0.78673697,1.5301232,0.54288757,1.1421475,1.6167073,14.529182,6.966758,173.80396,76.565025,8.996356,11.735011
4,14.025612,4.8802505,0.015467026,2,14.795918,12.795296,15.904641,0.9416363,1.2802558,1.4765987,1.6176183,1.9378222,2.0722008,1.6744238,1.9606152,2.1653717,12.991138,14.256055,69.30218,70.15776,14.713573,25.738335
5,14.106703,8.133625,0.027441835,2,13.77551,17.090221,11.743936,1.3541304,1.9684724,2.209416,1.799001,2.082216,2.3475425,1.398966,1.8858125,2.1014595,11.458605,12.335997,98.60176,100.82582,27.023176,30.85744
4,20.282654,6.7846255,0.033133604,2,14.795918,19.729809,21.385145,1.8010412,1.9590077,2.2427187,1.8040775,1.9746444,2.2642522,1.9190426,2.0507765,2.1022973,10.833317,11.071473,52.401096,75.555084,45.91666,44.487293
4,18.608143,7.062125,0.030553566,2,15.306123,15.3454075,20.49037,1.8427169,2.1472194,2.4564087,1.9178762,2.2721806,2.5812497,2.474182,2.545599,2.6378198,13.593641,14.615736,102.30214,103.798035,24.087872,31.806984
5,39.03804,13.330063,0.12819235,2,15.306123,37.96087,41.964993,0.93886155,1.0973184,1.4441302,0.9826275,1.1597776,1.5447326,2.1118262,2.164028,2.291905,6.1740136,6.695164,87.30183,89.51257,68.55111,149.05183
5,10.305902,6.387149,0.015695024,0,10.714286,13.913766,9.350409,0.1751316,0.6781577,1.1499088,1.5809255,2.1322649,2.4826508,0.1544575,0.64086765,4.3880763,9.816587,2.1165848,62.70098,13.60291,11.062369,56.339336
5,5.2568083,5.8715005,0.008382173,0,15.05102,6.2410617,5.391025,1.1629565,1.3559148,1.6094224,1.3482602,1.4951963,1.7233953,0.69356644,0.7481327,0.7935101,14.9024935,15.328029,98.49999,90.60254,11.981373,7.503805
5,10.865935,4.086375,0.010392881,2,13.010204,6.420017,14.763803,0.89205354,1.4310673,1.9473823,2.4617138,2.8548281,3.2325385,2.042242,2.5736806,2.5736806,18.500504,21.410841,90.10376,88.34218,5.483164,11.07491
4,16.09702,4.760875,0.018580552,2,9.693877,7.3595324,21.765425,2.6995943,3.7423856,3.9255407,2.7096803,3.8186302,4.0411987,2.3366191,3.1246662,4.575292,18.610018,19.147123,71.899994,91.91672,36.161552,35.985493
4,10.647834,2.9358127,0.008272813,1,22.959183,14.54011,10.849157,0.3414421,0.6998281,1.0637374,0.5863757,0.87643874,1.1797563,1.0326834,1.3953533,1.3953533,5.7905602,9.015625,29.3,26.825865,15.799534,30.277445
4,17.645725,6.506407,0.0256437,1,20.408163,16.978373,10.78205,0.9116847,1.1540229,1.7549876,1.522885,1.7804801,2.4594693,1.1095283,1.3072774,2.0118043,7.9460144,10.519666,58.80111,68.86257,22.837044,59.806454
4,10.267555,0.9523272,0.002748007,0,11.989796,11.005745,9.529365,0.022445679,0.044179916,0.071751595,0.1571307,0.19946377,0.3114105,6.3236465,6.3236465,6.3236465,76.0243,0.0398855,157.00246,0.03956671,20840.883,3.351593
4,5.2727876,5.9515004,0.004481016,0,30.612246,12.482123,3.534365,0.059182167,0.23717594,0.83273315,0.36564088,0.6228875,1.4012125,0.7714846,1.961802,8.472647,27.724102,3.4425967,252.00528,20.625206,238.0643,3.6747339
5,5.4301715,2.9758751,0.003761118,0,17.602041,8.1872,2.818544,0.015375257,0.26800096,0.3617489,0.19476339,0.29349148,0.36731282,0.36174467,0.49873185,0.49873185,9.946654,0.045048214,35.00073,0.1358453,805.1085,14.003583
5,7.2365007,0.99200004,0.003706762,0,34.94898,5.59235,8.880651,0.15824178,0.29762432,0.37716156,0.4465941,0.53336984,0.6158753,2.492429,2.492429,2.492429,48.08467,1.806628,86.20539,1.863862,256.13336,4.2444596
4,12.862403,4.9993753,0.014789994,2,17.857143,15.211191,13.75718,1.0960112,1.4711254,2.0223887,1.4864807,1.8114716,2.2582736,0.47401863,3.3634737,3.4991162,12.32154,16.855106,60.800953,84.93377,10.575191,49.6209
4,9.3168545,6.149563,0.013175044,1,22.959183,14.204568,2.4830034,0.04320791,0.589422,0.7708812,1.0023252,1.3538492,2.1064146,0.4501781,0.511647,0.623284,4.91092,13.636359,35.000877,84.39866,5.4770374,50.933746
5,10.996797,4.5227504,0.012080726,1,25.510204,15.278299,7.560857,0.50298166,1.3959125,1.5910684,1.91294,2.299189,2.8646526,1.0500317,1.3765565,1.7962619,11.829085,19.687756,48.700756,89.82388,3.4340458,14.309449
4,16.369926,5.1176877,0.016184567,1,18.367348,7.4937487,26.530107,1.0918163,1.5045501,1.7140627,2.1342819,2.2730114,2.54416,1.6907423,3.6016343,3.8228667,10.21946,16.807732,67.5,86.68352,10.38521,36.668316
5,27.08375,4.5623126,0.022847367,1,13.010204,25.008986,28.342031,0.0718672,0.16176061,0.261804,1.4913142,1.6369746,1.8259566,1.4326849,1.4571013,1.4571013,4.383742,7.059382,24.400509,32.48717,5.9004865,111.87976
5,14.601625,3.6497502,0.010698221,1,16.071428,14.0032425,17.000744,0.33401212,1.1230539,1.270019,2.6739573,2.9795432,3.6122675,1.8340824,3.153027,3.153027,16.71347,19.735056,58.302433,72.810936,5.4275856,34.795868
4,17.899248,4.9593596,0.025784727,0,11.989796,13.958505,24.047104,0.073733985,0.4382511,0.60939914,2.0921144,2.5228457,2.9074464,1.3823683,2.3725717,3.9197645,16.453735,15.152504,87.30137,75.74789,4.0484533,34.63019
5,11.688011,4.2055,0.0115799,2,10.204082,11.139961,12.750557,1.9356515,2.3359423,3.027328,2.0306535,2.407146,3.0897715,2.280988,2.6865568,2.6865568,18.784924,21.237177,86.50001,90.15552,9.927963,12.39502
4,10.837974,4.3245,0.01156532,2,7.908163,2.9080217,16.217813,2.292095,2.7233994,3.143979,2.6660366,2.8840961,3.250833,1.092826,1.6579221,3.63332,22.430338,22.908567,78.880005,100.00271,10.97165,29.602024
5,40.36558,7.7765,0.07925006,2,9.183674,42.255795,42.79266,1.3249772,1.5810769,1.8814884,1.4189396,1.677902,1.9441133,2.1141477,2.336235,2.5455382,6.4167686,7.020313,55.100983,54.872,86.75368,146.09798
4,35.44271,13.727188,0.1261852,1,11.734694,34.359398,35.612083,0.2251309,0.38683575,0.60923934,1.3725176,1.6272426,1.913451,2.6876473,3.0053062,3.9594607,9.426548,9.547559,132.80257,131.44325,8.79352,96.59334
5,23.502783,6.3479066,0.030315088,1,12.244898,22.145704,29.818409,0.5917225,1.2114422,1.4615889,2.5370967,2.9545536,3.4179537,2.938436,3.8067052,4.8146496,13.689551,14.31719,94.401474,91.45221,13.526032,38.36035
5,18.132635,4.9592423,0.02085317,1,12.244898,17.51524,19.953505,0.081162274,0.95130885,1.409895,2.665633,2.8462236,3.026252,2.4759276,2.5330327,2.7834635,13.8529215,15.096491,72.50099,75.466095,8.35594,25.04748
4,16.876112,6.387711,0.028361335,1,5.612245,12.2584305,21.116714,0.40969008,0.5986953,0.7981338,1.9555238,2.235826,2.4395273,1.9111542,2.6201224,2.6228452,14.230449,13.808542,91.00214,88.75284,6.562292,33.208042
4,12.979844,3.8879066,0.011616482,2,6.632653,5.0107455,18.052105,1.1134012,1.9534631,2.470079,3.0503116,3.2940984,3.7453604,3.0167642,4.015764,4.015764,21.37397,22.223034,86.90091,87.28272,6.1239905,16.329094
5,14.414842,4.8399377,0.014810509,2,6.632653,17.13496,15.323038,1.6481748,2.2108388,3.0570395,2.160926,2.630466,3.1228974,2.0151727,2.3456595,2.6660058,16.5498,17.726452,82.00065,86.49816,14.724853,17.599352
5,13.742267,6.2284064,0.018450009,2,5.867347,13.846658,17.045483,1.2972054,1.8797531,2.4872427,1.5007293,2.1052265,2.5332224,1.7941504,2.1896312,2.6207945,14.787088,15.702323,101.00315,98.423386,17.805874,24.044254
4,10.189261,3.768844,0.009104391,2,10.969388,9.439885,10.759681,1.4166374,1.6416376,1.8153251,1.7612982,2.0001326,2.1947975,1.4671018,1.652922,1.652922,15.230134,16.760454,61.501926,63.832455,12.915666,14.965644
5,6.6596894,7.0219693,0.011596278,2,8.67347,7.6055956,8.276677,2.0969098,2.554521,2.845192,2.2093866,2.698554,3.101845,0.78003657,1.9760085,2.4537797,22.415363,21.967852,165.0043,155.12909,21.582485,7.0192943
4,15.009865,4.8796563,0.016338652,2,5.102041,18.87977,18.208689,1.7879342,2.4709103,3.2468166,2.3745806,3.00886,4.0639057,1.9645944,2.5573447,2.8981454,16.538052,17.854548,82.80195,87.83238,17.21111,22.861523
5,13.354531,3.9671876,0.011236932,2,5.612245,5.905521,20.893019,3.0009515,3.3678794,3.9240685,3.2009377,3.4711185,3.925324,2.3991,3.2907472,3.2907472,18.123672,20.02525,76.200005,80.23836,24.233587,22.205393
5,13.533485,3.4515157,0.00700002,1,7.6530614,14.607217,12.750557,2.8344796,3.167116,3.4172435,3.039029,3.2588868,3.579205,0.7635784,1.5704749,1.5704749,5.7076364,23.480907,26.400412,81.976265,11.631861,55.840504
4,34.476837,8.132973,0.067581,1,10.459184,30.400013,36.23842,1.534328,1.6684282,1.9404612,1.7549735,1.944209,2.1388578,1.193424,2.5744658,3.1407661,5.176459,6.8926215,43.10077,56.33095,101.50526,208.02217
4,8.548838,4.959563,0.013627111,0,11.22449,5.1897006,10.647834,0.38464355,0.53188705,0.6264577,0.71545887,0.9678222,2.5219338,0.9551494,1.328788,1.9480492,16.977304,8.500961,89.50279,42.498337,18.941887,16.001463
5,17.367601,4.2060313,0.015976895,1,12.244898,14.987497,27.872269,2.668199,3.5094395,4.136026,2.9886608,3.719816,4.2605147,1.8335936,2.2060368,2.5877998,8.773114,20.510471,39.60093,87.07393,14.442184,34.185562
4,6.394452,5.9518127,0.007724132,0,38.77551,7.4266405,2.796175,2.2082767,3.0940568,5.375057,2.9146492,4.008964,6.711284,0.5381054,1.5619577,1.6686296,25.504835,14.725107,157.20166,88.22536,25.265738,10.039166
5,8.701696,1.9839689,0.003951511,0,16.836735,9.059607,8.1872,12.139501,12.912528,20.322845,12.20595,13.010679,20.417511,0.98250663,1.0159637,1.0159637,11.340903,26.661726,36.400566,53.953957,32.565674,16.693645
5,6.8092446,3.9280627,0.007940366,0,10.204082,8.231937,6.8674054,0.555006,0.9447365,1.7790422,0.95888543,1.1993282,1.7950704,0.8700407,1.305506,1.4585499,21.155466,10.573443,96.102264,41.952675,17.504776,7.829212
4,13.770602,4.1264377,0.016827453,2,11.22449,11.788673,17.694195,2.3479934,2.8413,3.2371438,2.3826194,2.9904995,3.3828216,1.5698292,3.0570016,3.2523682,20.744286,20.434729,88.902084,85.13343,14.946908,14.737181
5,14.951706,5.4754066,0.016852994,1,8.163265,10.938637,17.13496,1.5814893,1.9948258,2.5588493,1.7202055,2.141473,2.6622496,1.0146198,2.2029302,3.5160108,10.903299,12.996143,59.001385,71.67482,26.89054,56.178112
5,34.068596,8.014719,0.06705678,1,10.204082,34.426502,36.12658,1.6415213,1.8209924,2.0797038,1.657609,1.8402867,2.1030161,1.5011262,2.2745304,2.348539,4.529166,7.157576,40.500725,57.65136,106.67601,162.69714
4,15.090395,5.1975627,0.016411489,1,8.163265,11.855782,19.64033,2.0219774,2.341256,2.7550876,2.0770886,2.391876,2.9198825,1.6552954,2.298397,3.1719806,11.466913,15.429209,60.701904,80.80645,23.902092,28.053217
5,10.196424,6.2645,0.013334066,2,5.221854,12.880062,14.512774,0.8373064,2.1311104,2.5968287,1.9616673,2.5113685,3.3182492,0.4856416,1.2354261,2.1990647,9.488946,11.238872,63.144215,70.81288,82.46915,39.799583
4,20.470879,4.3091254,0.016184272,2,4.950489,24.891474,18.139679,1.8383648,2.53573,3.1830664,2.2861114,2.7589967,3.3268871,2.1613548,2.6928062,2.6928062,11.460526,14.779036,52.8145,64.21988,25.113491,36.094994
4,22.852554,4.8885,0.024647966,2,2.3605266,24.63686,23.757456,1.2235475,1.6679981,2.1478705,1.5266649,1.76734,2.1545928,1.7762433,1.9506692,2.289031,8.845022,9.856817,46.76179,48.541977,50.639786,63.49879
5,17.717695,4.9246254,0.014418023,2,2.2669816,12.724984,22.58416,1.7288314,2.248367,2.6159086,1.7907637,2.2842922,2.6592634,1.5112369,2.059826,2.059826,6.986436,9.771237,41.744335,48.473507,60.005737,44.36577
5,11.180519,4.490125,0.009025712,2,3.9738355,10.888477,12.983218,0.44812244,0.72413796,0.929852,0.9448038,1.0791861,1.484195,1.1402059,1.5291498,1.5291498,10.103704,13.093983,51.10857,59.26776,6.7897744,20.547924
4,15.627844,6.264375,0.02458619,2,2.9066474,15.764799,21.765705,0.6224535,0.9381547,1.3238087,1.7265217,1.9189569,2.2421186,1.4759066,1.9083823,2.3176181,12.496893,12.531105,82.18763,78.9533,15.245517,38.541096
5,27.139383,6.9886255,0.044487774,2,3.31314,26.958189,27.607319,1.5475432,1.8219708,2.0611799,1.7449802,2.022841,2.5699868,2.0845006,2.3490694,2.4841733,8.742212,9.395893,66.85153,66.00461,50.668484,66.72311
4,12.201593,3.4401252,0.010502646,2,3.5429368,5.295295,19.854235,0.56305426,0.7810238,1.0391395,1.8606948,2.1619627,2.5148985,1.5091197,2.26753,2.26753,13.404854,14.147635,50.87079,49.181946,8.627863,24.319221
5,24.949976,4.345375,0.027351884,2,2.6556404,24.248693,28.375227,1.7274284,2.1039896,2.4482884,2.1509285,2.4331946,2.77554,2.1577246,2.349953,2.6423876,10.492601,10.88149,48.986263,47.678185,44.53012,58.275227
4,17.124784,5.0333753,0.018492592,2,1.9223616,16.766619,20.678381,1.3825547,1.8285122,2.3735366,1.7468021,2.123415,2.8665931,2.6334648,2.653392,3.487892,14.932063,16.98069,77.89745,86.08508,19.015953,32.203247
5,11.284205,4.598875,0.009004938,2,3.3823955,8.41565,13.948477,1.8288984,2.3798,3.032877,2.181465,2.798217,3.6929793,1.7475338,2.8133543,2.8133543,15.025912,18.870617,75.09929,87.46694,15.778919,15.869709
4,25.216188,4.273125,0.020525865,2,4.385403,24.800032,27.190657,0.8158382,1.5186381,2.0990236,1.1342826,1.6759772,2.4425082,1.809967,2.0181177,2.0181177,6.741385,8.756893,33.439785,37.736412,29.922363,68.968185
5,28.619465,3.6213126,0.02459089,2,2.3429594,28.175817,29.899569,1.1793839,1.4868855,1.8045503,1.6144626,1.7789166,2.1196098,1.6280143,1.9683335,1.9683335,6.465617,7.4048944,28.52862,27.083593,68.51452,102.281944
4,10.092457,3.6213126,0.00871788,2,4.538477,5.105593,15.217639,1.074403,1.7355657,2.0938504,2.0874991,2.5707235,2.9038782,1.5576153,2.2704263,2.2704263,19.186525,20.433968,73.91816,74.73777,7.833459,19.50863
4,5.2162614,3.6935627,0.004996326,2,4.2505465,7.7584286,2.083962,1.9092634,2.341865,2.7863975,2.0341094,2.4029675,2.9081063,0.646592,1.0156913,1.0156913,18.450779,20.098103,72.15679,74.96138,14.098814,6.163594
5,7.049316,3.6211877,0.00582792,2,3.2043724,7.4821715,7.5149713,1.6220045,2.0202818,2.5874128,2.021224,2.4483285,3.347337,1.0825117,1.495018,1.495018,19.43055,20.454798,75.22425,74.81137,12.486011,9.159645
4,30.063145,3.5850003,0.024736729,2,2.7302513,31.62786,29.260204,1.132655,1.5225223,1.76132,1.4679654,1.8411312,2.062862,1.6551708,1.8558311,1.8558311,6.4858704,7.297673,26.851944,26.426426,69.496376,106.226074
5,26.13992,4.0919375,0.021284822,2,3.9545603,28.572811,25.425459,1.1035285,1.6418238,1.9659319,1.7168846,1.9379752,2.2071166,2.0358057,2.2454753,2.2454753,7.983377,9.635718,39.513405,39.777687,33.82022,64.418396
4,17.054478,5.214563,0.018463407,1,2.9453263,15.238684,21.017672,0.50187016,1.5325541,1.7787812,2.6654406,3.0751615,3.83991,2.2546413,3.2043538,3.5601094,15.27086,17.385351,38.537025,91.286575,11.140915,19.58111
5,11.869086,6.373438,0.018389978,1,2.630023,8.100629,19.679657,1.0896376,1.3889997,1.5877314,1.6749883,2.031946,2.5203133,1.2235258,1.9875886,2.146785,13.457816,13.843417,89.978386,88.731476,15.14362,23.322327
4,20.379786,4.78,0.016749272,1,1.3571658,22.455372,18.405344,0.45815593,0.65019536,1.2108002,0.7892773,1.0962752,1.3645476,1.3999001,1.7101676,1.7101676,6.1615243,8.422953,14.287153,40.56673,18.926788,54.485973
4,13.500446,4.961735,0.014369132,1,4.472429,8.437016,19.628777,1.0027417,1.30483,1.4465268,1.959369,2.2642436,2.9386408,2.1878588,2.886797,2.9907954,17.937643,19.4549,49.469036,97.23466,7.210285,17.155085
5,14.684058,4.165078,0.011656161,1,3.1453052,10.383827,19.670248,0.48477766,1.0056989,1.9630258,3.0803814,3.8815446,4.3499894,2.998551,3.9489532,3.9489532,20.240307,23.192171,96.210686,97.43717,2.929459,17.448633
4,20.259056,2.9702072,0.016130581,0,3.5665517,12.313766,25.128622,1.230509,1.2753744,1.3531411,2.0047522,2.351828,2.5776384,2.5321996,3.5968285,3.5968285,17.745628,15.624336,75.479965,46.973465,16.016245,29.069038
4,11.080067,5.1766253,0.013628613,2,3.5513582,7.7575345,13.099705,0.4869527,1.2978561,1.8972296,2.169711,2.379005,2.8976147,1.7902759,2.088384,2.153496,15.258253,17.237993,86.20191,89.85865,6.203771,15.158745
5,11.952476,5.068063,0.012449415,2,4.6472845,12.009286,14.2548485,1.3523104,1.8425131,2.6275492,1.9639149,2.3184726,3.136745,1.7733843,1.9004503,2.2667625,15.140355,16.25091,82.70197,82.944756,17.023716,20.772137
5,18.505571,3.3666878,0.0147394,2,4.918986,18.223127,19.328388,1.6673633,1.8873177,2.587669,1.8479185,2.1530461,2.8342102,1.8239806,2.1219702,2.1219702,12.064132,12.620816,42.09935,42.94723,28.530867,38.31447
4,40.513798,13.286063,0.13737488,2,4.8313136,40.66018,43.780987,0.6493457,0.8175899,1.0846826,0.87547547,1.099878,1.3729736,2.1243389,2.2126415,2.4125223,6.1448617,6.669606,86.89839,88.8536,46.604023,153.03946
4,17.167746,6.3360314,0.023748817,2,3.7669094,17.37949,19.052916,1.7875949,2.0389323,2.438961,1.8922974,2.2058325,2.8767076,1.8381352,2.2706797,2.661947,12.192988,13.70477,83.456055,87.33005,33.034645,29.326422
5,13.586366,4.8878126,0.015179159,2,1.9508954,10.429192,16.523441,2.9890556,3.894165,4.7906036,3.3938131,4.7251053,5.9509215,2.0041387,2.527885,2.622986,15.193426,15.700875,74.23909,77.3114,38.077477,25.636572
5,19.02218,3.1862502,0.01012757,2,2.5310953,19.894083,18.443237,1.3868268,1.6331432,1.9150717,1.8652166,2.1601715,2.4414985,1.822462,1.9418315,1.9418315,8.14953,10.80818,32.653053,34.852478,29.870874,38.46351
5,27.921602,3.946719,0.0234921,2,1.7764413,27.357342,28.630579,1.1659683,1.5221505,2.0136535,1.7597077,2.039855,2.4295492,1.8267357,2.0876298,2.0876298,6.7655945,8.197373,32.60879,32.649544,58.906776,86.612305
4,15.952249,3.6932814,0.013786459,2,2.4561596,11.037097,20.681707,0.34455308,0.8349552,1.2653769,2.3336008,2.446319,2.5732524,1.1462564,1.6373363,1.6373363,7.894113,9.1911955,32.13511,34.27847,12.628634,49.319054
5,9.720503,3.2589064,0.005143931,2,2.0118961,6.535632,12.798159,1.469054,1.6598213,1.9020033,1.6939101,1.8190665,1.9622433,0.90204924,1.1875596,1.1875596,7.2593207,9.933835,30.294685,32.733143,39.192215,25.237787
5,9.045902,4.091844,0.007244051,2,3.023872,6.4234705,12.599288,1.3063841,1.7164376,2.3617098,1.5193079,2.0326295,2.7017672,1.528436,1.9154007,1.9154007,17.016058,20.52021,84.55771,84.70856,9.451685,10.253212
4,5.949448,3.9472659,0.006517923,0,2.7658446,8.121303,4.487637,0.18394804,0.30837536,0.4390831,0.8622951,1.2055058,1.723093,0.7783304,1.0065526,1.0903699,18.769527,1.6402273,85.248924,6.5338116,233.0519,8.585976
5,7.59109,4.961266,0.010791377,0,3.3798018,6.290827,9.039392,0.017946243,0.38973045,0.9032903,1.0313426,1.5036982,1.9051125,0.7215166,1.0789002,1.3539536,15.805405,1.0402355,88.25316,5.198556,220.61147,14.937619
4,11.756812,3.983547,0.012753937,0,7.8471036,9.363558,13.867116,0.10857439,0.5497508,1.3280163,1.5633471,2.0579305,2.7796164,1.7977183,1.9515365,2.1270745,18.01929,0.95824337,85.88248,3.8519094,394.7874,17.009262
5,7.547281,0.94156253,0.00401843,0,15.141808,5.903572,9.1909895,0.023629189,0.3777671,0.48873425,0.4006861,0.55666924,0.6241088,2.2810678,2.2810678,2.2810678,6.670913,0.22296299,95.523384,0.21800797,1028.2689,19.58626
5,11.698667,2.933383,0.008762253,0,5.0995693,11.038973,13.6379175,0.022133827,0.55333996,1.0348959,1.920269,2.833685,3.5172272,1.9297233,2.747509,2.747509,24.619799,1.0017682,88.06742,2.9748485,289.27887,14.27554
4,12.8504095,2.9336329,0.010485299,0,1.1151536,6.9522862,18.236774,0.13220406,0.3954134,1.0277176,2.2805002,2.8120453,3.3677003,2.1593778,2.8393126,2.8393126,20.903496,0.8357317,66.814064,2.4819982,355.64774,19.778627
5,14.6184025,0.99168754,0.002052578,0,16.581633,17.06785,12.168953,0.124685526,1.8335096,3.9863832,2.5774689,3.4047382,6.3200326,5.040427,5.040427,5.040427,9.478794,4.8088665,78.4,4.959649,15.071232,19.74655
5,7.399798,3.9670002,0.007362905,0,13.265306,11.1847,3.1764545,0.26800096,0.72319853,1.0693852,0.72739035,0.86626697,1.1493834,1.1431601,1.3208296,2.0038283,19.914291,9.482965,92.102875,37.995117,15.935179,8.511699
5,6.4983106,2.9753127,0.007286558,0,19.387754,4.8094206,8.903021,0.17852001,0.92981064,1.6458267,1.0365402,1.3943634,1.6484711,1.1362225,1.4420483,1.4420483,25.274658,10.91726,90.903786,32.915363,4.52017,6.6350603
4,8.558532,4.7997503,0.008778555,1,10.714286,6.062107,10.983376,0.5176537,0.7079519,2.0814822,1.3547755,1.5750833,2.1829774,1.1728297,1.5985389,1.695315,16.042501,17.835918,43.601364,86.31545,4.2522426,11.458848
4,17.332554,6.7435,0.023777615,1,13.520409,14.047981,21.653576,0.026163429,0.34561777,0.45897084,1.6539644,1.8461317,2.099123,1.9173322,2.1930518,2.5747104,11.329432,12.805447,49.10062,86.85852,3.9245422,31.282703
4,18.557014,5.9500628,0.031015616,0,14.795918,19.483747,19.32716,0.31364042,0.54423195,0.9351603,1.056605,1.2119007,1.6895071,1.8562651,2.3272293,2.4880745,14.067078,6.2851095,94.601974,37.646107,33.456535,36.843384
5,8.328873,1.9833126,0.00555126,0,17.34694,5.2791777,12.392647,1.6965351,2.0180128,2.3147254,1.7091529,2.0414634,2.3383512,1.0709052,2.1174812,2.1174812,13.865691,0.16971634,53.50335,0.3433326,145553.61,14.493612
5,19.97028,4.323625,0.017208822,2,11.479591,23.554977,17.694195,1.5032448,1.836421,2.0715897,2.23879,2.48963,2.7854724,2.836084,3.0399852,3.0399852,12.235103,16.889246,36.30076,73.692696,18.146933,28.298395
4,18.656078,5.196125,0.027010271,2,15.306122,12.370276,25.3669,1.6478684,1.9958853,2.441401,2.1252108,2.4278264,2.8405588,2.0084796,2.4127393,2.7005014,14.202892,14.185584,76.301674,74.27274,27.621527,35.288605
4,25.496641,4.799469,0.02773345,2,23.469387,26.574846,24.09184,1.3971405,1.618058,1.7787101,1.5799794,1.8391145,1.9994895,1.397622,1.5789218,1.6180687,6.35487,7.2438426,34.500675,35.053925,87.40122,93.63515
5,17.734053,6.4065313,0.024858583,2,3.8378088,15.836269,20.343906,2.4384358,2.9830084,3.3418798,2.4679484,2.9909267,3.3506258,2.3720522,2.6062012,2.6696339,12.513462,14.221861,82.950226,91.627556,34.125362,29.904194
4,14.842863,4.9952188,0.025214342,0,4.177846,10.584427,19.723305,0.014656067,0.65353966,1.0944173,1.7513944,2.3477516,3.152876,2.0960426,2.6290536,2.856515,18.83673,13.618255,106.32923,68.51556,3.724688,19.207062
5,11.531543,4.959043,0.01695265,0,4.17686,5.973811,17.209269,1.0998011,1.3007984,1.727618,1.9439073,2.6285212,2.991488,0.88743067,1.1626307,3.0425026,15.580953,12.388099,84.24032,61.88153,16.431696,23.455128
4,17.135778,3.945551,0.021334408,0,4.1516485,18.50697,17.420086,0.023928165,0.892822,1.2834501,1.9289597,3.1241183,4.2210207,1.2804173,2.1338274,5.3233476,18.903446,12.34267,82.12097,49.145412,10.7393,50.80321
