eventStart,eventEnd,eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventStartLatitude,eventStartLongitude,eventEndLatitude,eventEndLongitude,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianHorizontalNorm,gyro_angular_change_per_second,gyroAngleChange,mems_radius,is_ios,dv,aggression_score,angle_rate_ratio,curvature,turn_intensity
1039381.94,1044717.6,4.0,11.39,5.3356876,0.016109763,41.849327,-87.6293,41.84919,-87.62909,2.214674,11.873104,12.823156,1.2553523,14.849546,79.39037,4.568006,0,0.9500520000000012,0.07708356384797807,0.18471797057284348,0.1795975076176283,2.666941450853322
504689.3,518126.22,4.0,43.425877,13.436907,0.14429186,41.84776,-87.611496,41.848614,-87.61375,3.0921874,44.414745,45.247223,1.2234854,7.063112,95.162186,63.373375,0,0.8324779999999947,0.016901443509701797,0.07344999415882662,0.015534372712320891,0.10972101431686623
222217.25,228229.77,4.0,16.688852,6.012516,0.022538088,41.805775,-87.586525,41.80606,-87.58672,2.194656,12.187534,19.156729,1.4725415,6.548029,39.60588,87.96259,0,6.969194999999999,0.47271376497877077,0.16125814783474707,0.011240679930743923,0.0736042981662292
132643.6,138004.31,4.0,5.5592227,5.360719,0.006194736,41.80021,-87.58535,41.8002,-87.585464,2.4607835,2.4728045,7.3658185,0.7752495,15.032756,81.13088,6.7249312,0,4.893013999999999,0.39422294152302517,0.18303415231883546,0.1294509910975,1.9460051631268895
97473.016,102725.07,4.0,6.6254625,5.252055,0.009139109,41.800056,-87.58538,41.800163,-87.58533,3.0310762,9.020829,4.1669407,1.0651032,15.910549,84.13937,5.7642436,0,4.853888300000001,0.4032699670903789,0.18687651787886145,0.14783618969606593,2.352154940132552
82006.52,87620.836,4.0,11.5916605,5.6143126,0.01362276,41.799572,-87.585625,41.799732,-87.58551,3.416469,7.269586,15.3086605,2.2087407,18.359106,103.73875,13.746216,0,8.0390745,0.6043119304020761,0.1752847537325011,0.06781400733584805,1.2450045489636121
151941.05,156432.0,4.0,13.157052,4.4909534,0.011218352,41.79957,-87.58558,41.79971,-87.5855,3.389101,10.388215,15.482033,2.3053408,21.709784,98.28389,6.065581,0,5.093817999999999,0.5352240262902028,0.21866371271310983,0.14153117769083676,3.0726112969336845
232689.78,240476.17,4.0,26.461405,7.786391,0.05083573,41.792397,-87.5809,41.792725,-87.58017,1.419443,28.164547,29.060656,0.2768751,13.342327,104.37177,2.2718155,0,0.8961090000000027,0.04124359623575484,0.12662145658177706,0.30564070620730294,4.077958246728765
198100.98,204585.92,4.0,10.604725,6.4849377,0.018636758,41.791588,-87.58553,41.791786,-87.58533,2.337421,6.748412,11.400393,0.3022115,11.860362,77.34339,1.7468461,0,4.651980999999999,0.28169505284973023,0.15138944076839156,0.3640538871107486,4.317810888640612
443144.84,449519.38,4.0,11.506858,6.3745317,0.020210616,38.63054,-90.362114,38.630333,-90.36235,3.228301,12.824707,8.076443,1.3666141,10.119854,64.87586,17.496916,0,4.748264000000001,0.29502745277334175,0.15362006659192,0.05406306651335823,0.5471103399074744
647530.9,653125.06,4.0,15.565373,5.5941877,0.02041305,41.81818,-87.87267,41.818356,-87.87242,12.755102,17.179699,15.546732,2.2189035,17.977604,101.283356,23.526718,0,1.632966999999999,0.12341611105151029,0.1757627506864362,0.04077186356527604,0.7329804175185608
166347.28,175868.19,4.0,7.0060954,9.520906,0.017920192,41.81484,-87.872,41.81469,-87.87193,7.6530614,4.4962487,6.9792523,1.1139874,18.939455,181.07211,8.634656,0,2.4830036,0.08452008655738537,0.10402172523842337,0.10379197762743164,1.9657634896357483
138657.03,147067.3,4.0,11.077823,8.410266,0.022246668,41.815598,-87.87146,41.815327,-87.87152,6.632653,13.936134,7.8963976,1.0478958,11.565957,97.73161,25.995245,0,6.039736399999999,0.2476300735977762,0.11714543093139065,0.037043560819692505,0.4284442315674482
249039.72,254254.86,4.0,11.730898,5.215141,0.013094818,41.79935,-87.60128,41.799435,-87.60149,2.838829,6.6788406,16.478592,1.8212736,15.532129,81.56476,17.80004,0,9.799751399999998,0.8228411007028104,0.1881205613629834,0.053191376188561304,0.8261753166482625
