eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianHorizontalNorm,gyro_angular_change_per_second,gyroAngleChange,mems_radius,is_ios
5.0,14.951023,6.3169613,0.024751486,4.746889,16.71008,14.400003,1.8153818,14.09883,89.62904,27.445488,1
5.0,5.7650523,4.144344,0.009630664,4.7432704,2.2180567,9.849606,1.6700845,16.945787,70.911,15.692127,1
4.0,5.2654557,5.1502266,0.009377735,4.7465234,4.1013136,6.024977,0.91423273,14.625836,75.91486,7.851216,1
5.0,11.441418,4.3510003,0.01646313,4.638695,7.303011,18.041014,1.9924408,20.226723,88.81387,16.77316,1
5.0,14.569119,1.7165,0.007999133,4.5834856,14.045755,15.092483,2.6213508,19.256886,33.823154,24.75477,1
5.0,11.727075,2.355,0.003321393,4.585985,11.3562355,12.097912,1.4586685,18.9265,45.327362,10.321687,1
4.0,17.383307,5.269,0.022817655,4.8425694,21.085094,16.471815,1.4919884,15.698687,83.343025,18.488752,1
4.0,10.160926,4.8300004,0.016297763,4.6980023,7.8573675,12.533981,0.8543785,21.324142,103.846825,4.0832257,1
4.0,20.761826,5.6015,0.023797434,4.7604127,20.038797,21.758595,1.7031469,8.701737,49.090942,28.179178,1
4.0,17.295534,3.8810627,0.01773813,4.7617116,21.842936,15.884618,3.3105881,20.550064,80.578316,21.134977,1
4.0,12.50621,6.881813,0.025890132,4.7458363,0.0,22.329044,2.6752133,7.456378,51.611732,79.997696,1
4.0,10.236024,7.321641,0.030112771,4.7520437,0.030865083,18.962456,2.8660588,11.408178,83.98301,37.778328,1
5.0,5.637244,7.503438,0.0109411,4.692902,6.487811,6.127631,0.6884278,11.325067,85.43136,10.889882,1
5.0,20.605043,6.2596254,0.026793787,4.825011,32.81164,14.716997,1.5337626,7.6426115,48.146553,54.453068,1
4.0,8.018714,5.75825,0.016720064,4.776394,6.6554027,10.6958275,1.4907434,16.321032,94.62872,7.568525,1
4.0,11.223993,4.408,0.009801632,4.776149,11.552657,11.576085,1.4986043,10.972696,48.803387,15.109614,1
5.0,10.335508,2.93875,0.006470426,4.77802,10.280435,10.657367,1.8069975,10.2771635,30.61015,29.355478,1
5.0,10.402167,4.68575,0.0089726085,4.7792,10.7501335,10.195901,1.6145525,6.9282694,32.739258,78.64518,1
5.0,12.229533,5.40075,0.0077150576,4.77784,18.557919,9.052093,1.8128393,17.76687,96.65997,6.7805486,1
5.0,18.318783,5.6390004,0.023675362,4.778255,23.349255,15.805429,2.2076216,10.143917,57.60438,58.27469,1
4.0,15.74343,4.92425,0.010147802,4.7799406,22.192436,12.323318,2.150814,17.930828,89.00794,10.203529,1
5.0,12.997951,4.2095003,0.0101923235,4.7749977,13.491927,13.226677,1.5870802,11.806536,50.16848,15.681856,1
4.0,7.234751,3.8520002,0.0070579224,4.777895,5.6411853,10.152797,2.1120427,14.887399,57.93746,20.068624,1
5.0,12.840039,5.28175,0.0117737865,4.774571,17.85731,8.196464,1.6517122,10.407773,55.384575,17.63208,1
5.0,55.227604,2.3430002,0.014930784,4.7481575,55.416264,55.038948,1.3935214,15.169737,36.14511,11.009891,1
4.0,52.535088,4.8845,0.061125606,4.7488055,51.652756,54.643494,1.9071254,8.851755,43.587914,41.905445,1
5.0,10.263794,6.512313,0.017615229,4.785338,12.469546,11.441285,1.7196994,15.3371315,100.48923,12.55774,1
5.0,10.566316,5.9166255,0.009071105,4.7804747,13.733457,11.05949,1.5645468,12.953226,77.15375,14.677953,1
4.0,7.3357873,6.7901254,0.019315189,4.783763,9.530705,4.008998,1.2428408,16.090763,109.89724,7.723033,1
4.0,13.371545,7.7035003,0.028777376,4.785095,16.951738,14.66753,1.723835,11.442524,88.60186,21.156101,1
5.0,16.898394,4.248875,0.019714918,4.7506237,22.964233,13.693862,2.5978334,16.51152,70.81104,10.037483,1
4.0,6.5297294,7.6241255,0.011283892,4.7442503,2.2081633,12.323005,1.5515828,9.536648,73.08729,50.61076,1
4.0,22.903376,7.5755315,0.04454721,9.524951,28.15781,24.859804,3.629184,12.911062,98.32566,24.049978,1
4.0,5.73761,5.1705394,0.006240576,9.2933,5.0564084,6.143395,1.9613588,17.822151,92.86448,18.446272,1
4.0,33.91693,13.69711,0.120033845,2.2956002,40.85702,33.145718,3.7528744,11.066027,152.01321,17.804094,1
5.0,32.31107,4.4197035,0.025752055,4.1998553,36.676773,33.128807,5.202487,10.593439,47.24166,68.47734,1
5.0,8.96586,4.1408753,0.006772162,4.743175,10.810982,7.4288664,1.7681884,13.373918,55.917393,11.680382,1
4.0,11.349238,3.015211,0.006476199,4.744816,11.344968,11.41332,1.7832612,16.285786,49.759815,6.171079,1
5.0,11.728342,6.352071,0.018616747,4.7433434,16.375172,11.120232,1.8932915,17.167494,109.73932,9.389492,1
5.0,11.347679,5.0973754,0.022700394,4.189293,15.591805,13.116576,1.6956186,17.52185,90.01323,4.396948,1
5.0,18.85031,6.1328754,0.025260074,2.756596,23.712513,18.647879,2.3121142,15.594547,96.26045,12.285334,1
5.0,16.281624,8.123704,0.03518034,2.0380554,17.651884,21.02237,1.1367435,10.200632,83.273125,33.689404,1
4.0,7.810861,4.9777036,0.012950591,2.2273984,5.159227,11.188775,1.3199143,18.729826,93.97737,2.009988,1
5.0,14.10858,4.8705473,0.017328221,10.0,18.757736,14.154611,2.2805476,16.794579,82.46928,16.328526,1
4.0,13.533189,5.549207,0.015355502,10.0,20.138674,11.853047,2.3080082,16.798782,93.89057,26.177368,1
5.0,11.3351965,5.35125,0.016474087,10.0,15.880783,10.702267,1.9536872,17.26555,93.08177,12.923916,1
4.0,13.510174,5.6305313,0.018109411,10.0,8.400703,19.333128,2.832355,20.343044,115.35451,4.381364,1
4.0,18.44142,6.929375,0.035435718,4.7560987,23.399565,17.989634,2.2331278,14.904312,103.87455,12.360435,1
5.0,17.185207,5.327125,0.027999727,4.753672,23.070074,16.053999,2.0207963,15.439569,82.86693,8.401398,1
5.0,7.716988,5.7135005,0.010548518,4.7800837,8.342094,8.604313,0.7608424,7.062253,40.632355,32.911194,1
5.0,26.332447,17.62125,0.11695531,4.80776,26.911886,29.833082,1.0007038,9.499249,167.76822,15.708669,1
5.0,25.95934,7.7518754,0.050068185,4.673856,28.424074,26.519972,0.85046816,10.02049,78.07798,12.441222,1
4.0,6.5582404,5.349766,0.010601113,4.757648,8.1272,6.8550916,0.80034965,15.495197,83.51895,7.113284,1
4.0,10.908533,7.1598597,0.021750422,4.755129,11.651914,11.302292,0.9431237,13.185556,94.93711,9.37921,1
5.0,7.514624,5.148719,0.013538711,4.7636857,8.909351,7.3009186,1.5884078,15.198123,78.8622,14.302101,1
4.0,15.072607,5.4705005,0.019788286,4.770658,15.749761,15.69455,1.9570316,14.82394,81.69066,22.187431,1
5.0,7.157049,4.625735,0.005278143,4.74545,4.103467,10.664645,2.0175974,15.345443,71.601204,9.586684,1
5.0,9.311477,5.2818127,0.0055440706,4.6869497,9.2335615,10.181201,0.946928,16.20743,86.24825,6.721797,1
5.0,6.8011584,3.7331252,0.0055404515,4.6578865,4.2445817,9.520204,2.0486445,12.7028475,47.9258,28.677124,1
4.0,10.996812,10.166938,0.03719113,4.6459713,21.742004,2.0569534,2.2319708,23.33169,238.13844,6.532447,1
5.0,6.150111,6.394188,0.011889907,4.648555,7.6678705,7.4135227,0.89676523,17.681873,113.763466,2.934296,1
4.0,8.942411,4.8016253,0.014365784,4.7454715,4.3247094,12.403192,2.5915291,17.715008,85.76967,17.74859,1
5.0,8.393938,5.36175,0.01863376,4.788677,3.2858002,13.369731,5.302407,13.797962,74.53332,8.248199,1
4.0,9.354208,3.9429142,0.011451591,5.0,9.091172,11.047501,1.1804192,19.148493,76.271286,10.980105,1
5.0,13.997217,10.619891,0.035218038,4.7932167,26.486427,6.784414,2.0372653,11.434681,121.89505,45.739742,1
4.0,26.517115,5.349977,0.037021805,4.778595,26.134058,27.71498,1.9157274,6.976988,37.607376,112.09576,1
4.0,6.5657897,8.121282,0.03958551,4.7123184,10.718829,9.253908,3.7417698,21.01665,171.5188,22.660694,1
5.0,10.625548,5.334313,0.018161746,10.0,5.9840627,14.845079,1.2501595,14.47427,77.79081,8.260993,1
4.0,16.518944,7.160719,0.02902147,5.0,23.245785,14.960157,1.7238594,12.335896,88.83013,13.207118,1
4.0,16.852839,4.550344,0.020680292,4.672803,12.419056,22.167305,3.1893902,19.350622,88.82437,9.843325,1
5.0,19.391632,1.8705938,0.0,4.738714,19.391632,19.391632,2.65619,18.539291,35.417343,37.140938,1
4.0,18.003538,3.9799845,0.010736558,4.73808,23.839735,13.673998,2.086546,12.628662,50.7645,16.799757,1
5.0,13.435725,2.8656251,0.008772109,4.7416916,13.231659,14.383349,3.00987,17.384966,50.510723,24.635921,1
5.0,9.064003,5.492469,0.016231723,4.738064,1.8110633,15.152372,1.354511,7.2194824,39.94012,127.10379,1
5.0,12.729791,9.799055,0.03344377,8.566022,20.577139,16.80582,1.9038615,8.954863,88.105896,61.5574,1
4.0,16.715912,3.1971564,0.01036324,4.74218,14.646416,18.372385,3.4956274,16.175024,52.360508,3.6581004,1
4.0,6.031861,4.255875,0.01230148,5.0,4.63,7.408,2.5408092,17.386463,74.68615,10.87543,1
5.0,5.5251336,5.2892504,0.016514001,5.0,6.2247777,5.453111,1.4089613,12.140413,64.696495,7.365962,1
4.0,5.9418335,4.533625,0.013580176,5.0,4.269889,7.408,2.5381575,19.715502,90.16675,5.0122247,1
4.0,5.8543773,5.0905004,0.01861887,5.0,1.5433333,8.591222,3.0490801,17.239058,88.44102,11.96661,1
5.0,9.142413,7.4371877,0.033716302,5.0,10.906222,9.362889,2.80033,14.720051,110.06121,5.52816,1
4.0,5.916111,4.692188,0.014210676,5.0,7.408,5.453111,2.0963829,17.203758,81.40736,5.5475817,1
5.0,8.817577,5.010375,0.022614354,5.0,10.906222,8.591222,2.8711395,17.223349,86.98032,9.711506,1
4.0,7.2536664,9.822032,0.042703126,5.0,2.7265556,9.362889,1.8042895,10.907069,107.56331,20.331787,1
5.0,5.5251336,4.7321253,0.014801076,5.0,2.315,8.591222,2.7929263,17.036537,81.2965,6.2941594,1
4.0,5.838945,4.6530156,0.0143206185,5.0,3.498222,7.408,1.8909619,18.635668,87.45318,2.3351185,1
4.0,29.129042,11.820157,0.0871652,2.4662519,21.943352,34.426575,1.6860578,7.9097567,93.81257,11.0586815,1
5.0,21.021776,7.1323752,0.040868882,4.730594,17.883354,29.856707,1.4801493,9.483389,68.02123,73.983475,1
4.0,7.1246424,4.6920314,0.008713822,9.672202,6.9801126,8.826834,1.334236,18.178753,86.01812,11.178199,1
4.0,10.911308,3.913,0.011708159,4.743838,6.3895073,15.676012,2.451754,22.920956,90.604904,5.2989006,1
5.0,14.931388,4.0609064,0.011798253,10.0,6.214219,23.015629,2.7207808,11.665096,47.839886,69.850235,1
4.0,14.097072,5.589555,0.015209974,10.0,7.4800787,21.174376,2.853863,18.761456,105.62263,14.86247,1
5.0,10.441067,4.435094,0.017513068,4.667472,8.653542,14.77131,1.9839389,16.335623,73.10272,12.794722,1
4.0,12.541514,7.4717345,0.027916575,4.639202,12.5912485,19.08228,1.6074754,12.154395,91.30006,28.353106,1
5.0,15.608246,5.4739766,0.021413097,4.6551704,18.358192,17.229973,2.37598,16.834064,92.82189,9.219039,1
5.0,20.428913,4.0763125,0.016783338,4.650923,21.78851,18.77613,1.4681294,8.477479,34.895645,26.847044,1
4.0,42.809067,4.7727504,0.03686658,10.0,42.69399,42.924145,1.456785,7.001369,33.696594,47.108482,1
5.0,18.124805,5.514094,0.02670177,5.0,22.440237,18.297422,2.3394382,15.379144,85.41655,25.401802,1
4.0,16.782227,5.554063,0.023596546,5.0,14.384768,20.829142,1.7899702,14.991802,83.86444,14.603568,1
5.0,9.098099,9.0511875,0.03046381,8.3067875,5.212399,18.382956,0.8607921,9.376532,85.242615,33.331657,1
4.0,10.968956,8.014469,0.026691405,4.7066965,6.059063,16.83524,1.0272318,9.256663,74.556335,34.02707,1
5.0,13.832336,5.143594,0.017152539,4.742095,18.515554,12.988217,1.7636623,15.658669,81.16619,14.741416,1
4.0,14.013131,6.81836,0.025706949,4.721849,12.324639,16.228117,1.5735162,11.889029,81.537735,5.740964,1
4.0,9.782412,5.142047,0.0070048794,6.125817,10.176999,9.498742,1.7828572,16.136005,83.620316,10.267994,1
5.0,17.291407,4.619922,0.015589859,8.967524,23.191551,11.041341,2.093141,18.406813,85.7775,7.4320188,1
5.0,13.341883,11.625626,0.052500043,4.745102,10.995691,21.114,2.0469728,20.110847,234.61017,3.3529356,1
4.0,13.533666,3.4193752,0.010911812,4.742566,15.138594,11.78586,2.2998738,17.110048,59.193974,12.841366,1
4.0,12.483462,2.0804377,0.0034307116,5.9336987,11.500072,13.466852,2.4566135,17.597393,37.314327,24.93527,1
4.0,10.816685,5.801125,0.026084453,5.5474815,0.46471897,20.006056,3.2577233,14.707799,85.91021,40.935802,1
5.0,22.246925,9.961876,0.05821571,6.2223644,36.39537,19.169807,2.0433025,9.577976,95.79781,53.51523,1
4.0,17.30183,5.268313,0.02192671,4.8131623,19.924166,16.24435,3.0203981,14.830677,78.72456,36.31683,1
4.0,17.464834,4.7095003,0.022425076,4.771294,17.401934,19.798073,2.745511,16.890078,80.217926,26.899904,1
4.0,8.458243,3.9921877,0.008926469,10.0,0.23015627,14.960157,2.4754486,19.34039,77.98257,15.250112,1
5.0,18.325748,13.499204,0.058442835,4.718407,29.192068,11.597961,1.3173617,6.701098,90.729515,76.78822,1
4.0,16.018785,6.648813,0.03935401,4.7650776,9.819034,19.791664,2.8135617,14.2757845,95.49228,8.142376,1
4.0,8.08612,3.9968753,0.011353414,4.745107,1.7002784,13.9680805,2.4461422,19.200302,77.50862,13.68094,1
5.0,37.89242,9.382094,0.09727099,4.74714,35.780773,44.852688,1.604831,7.0522084,66.44604,20.266289,1
4.0,19.74315,3.6369064,0.017810553,4.7467337,16.41857,22.148464,3.3074028,15.363727,56.490463,9.465797,1
5.0,9.789718,3.2772188,0.008225461,4.741255,9.428604,12.742437,1.6388798,7.999955,26.53733,70.561516,1
4.0,17.997482,5.914969,0.02572974,4.747197,19.098063,18.406897,3.911172,24.98627,148.79161,2.4282792,1
5.0,19.65485,2.9175158,0.01060581,4.7474704,21.448189,18.657553,2.3180227,12.229978,36.169937,8.277515,1
5.0,9.873704,4.791594,0.014701738,10.0,0.0,19.333128,2.0790226,10.765765,52.01505,72.51027,1
5.0,8.0554695,4.991219,0.0099201435,10.0,5.5237503,8.861016,0.7781929,7.046249,35.450726,40.269615,1
5.0,23.752129,5.320688,0.02509342,10.0,27.15844,21.979923,3.3474271,16.526733,88.59474,6.1637783,1
5.0,15.046467,3.5539143,0.013393043,10.0,12.198282,17.952188,1.9879519,15.662378,56.28817,9.963047,1
4.0,11.960052,2.7555625,0.005153109,4.741697,14.2739315,10.743952,2.1820774,22.697392,63.45052,1.9762286,1
4.0,19.424892,3.9137502,0.015918143,4.739649,20.318031,20.725548,2.5770297,13.870962,54.84143,11.763484,1
5.0,21.027946,5.391375,0.029873895,4.7405133,19.37391,21.673035,1.2942986,8.383062,45.531017,20.386063,1
4.0,17.943064,4.3530626,0.016869254,4.742612,22.177244,16.589378,3.3735461,19.655056,86.34464,6.762744,1
4.0,20.449888,7.2683754,0.0430176,4.745625,6.8026333,32.88085,2.2285783,9.925838,72.54112,98.222565,1
5.0,17.473696,16.045,0.072296694,4.7333517,23.293522,14.605567,0.7978844,13.340515,214.58101,8.377174,1
5.0,8.084239,4.23325,0.008324164,10.0,3.6825004,12.428438,2.3117867,20.670952,88.330826,5.1370883,1
5.0,6.122157,4.9920626,0.0077177514,10.0,3.3372657,9.321329,0.9202076,17.182583,86.462746,4.0175138,1
5.0,6.433914,10.862891,0.03991548,10.0,5.753907,9.436407,1.2021959,16.294842,177.65987,8.006286,1
4.0,11.139037,7.814563,0.028647633,4.703333,0.5355333,19.758183,1.3662949,10.364133,81.40439,19.053293,1
5.0,13.283058,5.3160005,0.017260192,4.7442,17.253061,12.19801,1.9358227,16.21865,86.86662,15.175175,1
4.0,19.472334,7.6345005,0.042849045,4.742566,20.26065,22.99422,2.1311555,12.669133,97.228905,16.079296,1
5.0,11.268412,5.116,0.013174291,4.7452683,11.18847,14.314864,1.7173724,15.320674,78.99292,10.572531,1
5.0,20.479782,2.7578127,0.0056242524,4.745028,20.639254,20.32031,2.3755388,11.079809,30.998882,27.906261,1
4.0,20.040892,3.9169376,0.016968662,4.7453065,17.961967,21.310528,2.963376,15.645212,61.906635,7.972156,1
5.0,25.391975,2.5180314,0.0083207665,4.7453876,23.999529,26.784422,2.5010946,10.866326,27.796062,7.6976557,1
4.0,19.111132,3.996844,0.016853705,4.7452955,15.720816,21.451046,2.7331495,14.661252,59.18473,7.254139,1
5.0,24.7811,2.8377814,0.00718606,4.7456646,24.188412,25.373789,3.3302355,13.338238,38.384113,8.754613,1
4.0,17.78976,9.512657,0.045952193,4.746415,17.106777,21.239445,2.51404,19.697678,188.16455,5.03458,1
5.0,16.478603,3.6372502,0.009512385,4.7469325,16.156137,16.879759,1.4563282,9.336342,34.331783,17.379839,1
4.0,18.223133,4.6760626,0.022040183,4.743397,15.799612,24.683899,2.014883,11.776817,55.539814,21.814564,1
4.0,15.963013,6.199938,0.026440125,4.7718034,17.92729,18.490196,2.0781102,16.32681,101.88252,13.8597,1
4.0,13.1309,8.373375,0.03216345,4.7525725,12.178579,16.227383,0.8329733,10.864028,91.40593,11.036631,1
4.0,19.2321,7.1520786,0.045646686,2.0530334,13.870316,25.249704,2.4582088,13.5951185,97.77656,9.364164,1
4.0,19.79344,1.7246407,0.006426527,6.9389243,19.10297,20.483908,2.8731287,15.054056,26.566628,12.711228,1
4.0,18.182344,3.5696251,0.013256039,5.0,18.987892,18.297422,2.200728,11.545326,41.67555,22.511631,1
4.0,16.83331,6.4752502,0.034071453,4.747827,6.3108864,26.606052,2.4726982,13.52105,88.09263,32.533764,1
4.0,21.204224,4.3170004,0.025517933,4.7482996,15.5335245,26.8069,3.490267,15.065504,65.63999,9.749506,1
5.0,6.7479377,3.5575001,0.005580281,4.738985,3.8516438,10.199082,2.8034227,22.246368,80.030685,8.531867,1
4.0,14.583937,4.117,0.013230065,4.744874,16.958517,14.200307,3.098611,21.723324,90.30322,3.831083,1
4.0,15.365773,2.9580002,0.009529168,4.7459188,13.542447,17.875673,2.1158886,14.620723,43.832535,18.208315,1
5.0,13.3832035,6.55525,0.02183759,4.745755,15.318596,14.629247,2.954494,20.132965,132.78136,4.0695987,1
4.0,17.953873,5.9155,0.03423483,7.0941315,16.01373,20.163443,2.077973,13.807535,82.23036,3.839344,1
5.0,17.2435,3.2555625,0.009787807,4.6948013,15.496436,19.116213,2.456498,12.916297,42.562614,14.086481,1
5.0,12.760845,6.431688,0.019675847,4.677801,11.247478,17.156784,2.0711246,14.470197,93.64229,10.29826,1
4.0,7.331478,2.4218125,0.004943808,4.687497,5.335676,9.269596,2.0592475,19.777203,48.68187,7.177925,1
5.0,13.174623,5.5581565,0.021855084,4.732011,4.6171517,17.10933,2.178495,12.043103,67.41557,15.534801,1
4.0,17.947739,6.310969,0.026382728,2.7566752,26.92635,14.711581,2.9047847,15.544556,98.72606,22.962807,1
5.0,13.094397,10.049251,0.038334947,2.149606,20.149385,23.44789,1.8196378,9.081851,91.63087,85.613014,1
4.0,6.1585712,4.3412504,0.004821426,2.9025474,6.7156415,6.2165413,0.86067283,7.8865814,34.554638,36.651096,1
5.0,17.705341,3.9392815,0.012707036,2.8258667,18.687107,17.532383,3.0320835,19.223698,76.50029,6.3670197,1
4.0,26.184923,8.602125,0.058530547,2.072827,26.416077,29.055185,2.0517683,9.69187,83.76026,11.976709,1
4.0,11.504593,4.461844,0.021599982,4.6485586,4.2111807,18.642456,2.0631392,18.004765,81.05818,10.348417,1
4.0,14.789003,8.282344,0.030972702,4.759484,19.538662,12.425798,1.7384548,10.42727,86.77945,34.45437,1
5.0,15.081385,5.4015317,0.023054078,4.666233,20.875076,15.801736,2.8261704,16.754515,91.17042,23.340004,1
4.0,12.072488,6.521797,0.034834873,8.456545,7.058612,17.589273,2.7450004,17.394693,114.14064,21.664927,1
5.0,17.68624,6.9587345,0.02806526,6.2038794,25.06787,11.911301,1.5355359,12.65176,88.54332,50.68417,1
4.0,13.00383,2.1959689,0.002922903,10.0,15.42047,10.587188,1.145525,12.017833,26.870623,8.082567,1
4.0,24.799337,3.7530627,0.020360785,10.0,24.856876,25.087034,2.4918613,12.804176,48.566097,21.010393,1
5.0,19.609314,4.431813,0.024015732,10.0,17.952188,23.015629,2.02438,10.871526,48.614624,29.951048,1
4.0,6.5882235,3.6332815,0.011691919,10.0,0.46031255,11.622892,2.3510041,23.610216,86.72523,2.4847806,1
4.0,31.617718,3.832922,0.027283577,10.0,31.646488,30.956018,1.9251823,7.602262,29.4456,26.762764,1
5.0,30.984789,4.2721095,0.026292088,10.0,31.071096,30.956018,1.4702356,6.7878437,29.269423,11.925217,1
5.0,13.409988,17.607563,0.059026055,10.0,23.36086,28.194143,1.9335717,9.786791,172.7123,70.12349,1
5.0,22.12377,7.4263597,0.041089803,10.0,27.84891,20.94422,2.534791,16.645802,124.28232,4.90255,1
5.0,12.39957,4.385344,0.014047754,4.746281,16.987965,11.451949,2.2323387,19.092384,84.49481,15.141736,1
5.0,9.669512,3.620594,0.011616266,4.7412815,5.001883,15.081363,1.9078546,12.433877,45.51822,36.358444,1
5.0,17.637333,3.334219,0.0087618865,4.747927,17.269873,18.388414,2.763377,15.698969,52.97445,29.150072,1
5.0,12.39693,4.3385315,0.019742131,6.56193,4.451046,19.591755,2.2256374,11.852712,51.899506,60.456223,1
4.0,28.79453,5.4231253,0.041593846,4.7505655,31.735476,30.301695,2.9876878,12.117933,66.203865,19.196405,1
5.0,14.165439,4.8756175,0.014257125,4.742716,17.121103,14.329862,2.7052631,15.618584,76.77442,9.140014,1
5.0,28.479937,4.1562657,0.02512617,4.7420464,27.42544,29.968328,2.1364017,7.6883264,32.261986,25.176462,1
4.0,22.473171,9.867797,0.06614403,4.744857,16.880692,29.602016,1.3367199,8.558618,84.79524,31.795313,1
5.0,8.711673,4.425375,0.017647147,7.1179547,3.7040768,13.564575,2.315651,17.314014,77.31756,22.346945,1
4.0,6.9590797,16.132063,0.036559086,4.7695017,1.1361891,4.0199504,0.65149724,9.016896,145.82388,14.555709,1
4.0,13.392504,5.350117,0.025462056,4.743525,9.508085,16.748053,1.9664283,15.981309,86.144745,16.933733,1
5.0,19.195034,4.392438,0.022542348,10.0,16.456173,22.210081,1.7629569,10.385916,46.03421,11.190612,1
4.0,18.52758,4.8316255,0.022478804,10.0,24.281487,15.305392,3.2259295,17.969172,87.537834,10.958052,1
5.0,21.10533,5.350813,0.022593245,10.0,24.741798,20.598986,3.2099013,19.159636,103.28469,5.8140574,1
4.0,16.139708,4.152844,0.013779496,10.0,19.333128,15.765705,3.4120479,22.975409,96.33073,7.7588143,1
5.0,27.273518,5.6702814,0.039739218,10.0,32.797268,24.396564,2.2203426,9.935251,56.732403,39.700424,1
4.0,34.868675,3.5938752,0.021257956,10.0,34.868675,34.983753,2.765758,8.634628,31.376574,34.736183,1
5.0,23.525257,21.133532,0.12979308,10.0,33.487736,13.464142,1.5437443,10.315422,218.4134,41.25997,1
4.0,27.521183,13.19263,0.104196675,4.743446,24.33669,41.764343,1.6234088,10.0420065,132.88194,105.35137,1
4.0,15.834752,4.3919377,0.021522146,10.0,8.861016,22.440237,2.7914376,16.062101,71.18507,8.38465,1
5.0,6.156518,5.550016,0.0125001045,4.741235,3.3717415,10.283381,1.231296,15.422277,86.21413,2.6311529,1
4.0,12.258613,5.871836,0.025295759,6.215564,7.614976,14.310681,1.6186541,13.52529,79.96224,5.067092,1
4.0,6.035135,7.2196255,0.013983225,6.000906,1.3926253,8.582251,0.8024543,12.569329,91.24721,9.697506,1
5.0,19.302544,1.4874766,0.0032810804,6.7928004,20.249609,18.355478,4.135851,23.24389,35.509197,8.863211,1
4.0,29.410686,3.9398127,0.02336335,4.734173,31.890617,27.10467,1.5294079,6.9422517,27.630264,46.921413,1
4.0,25.172081,4.547375,0.029182816,4.744174,21.718075,28.010677,1.1007826,8.250544,37.850334,39.71264,1
5.0,18.878656,3.5412502,0.017424526,4.742506,22.157728,17.421106,3.4044528,17.162624,61.467793,33.05868,1
4.0,19.222187,4.815438,0.024337215,6.000906,17.586882,23.046717,2.4735684,14.523344,70.51425,18.55818,1
4.0,26.122738,10.503375,0.06787956,5.0,20.94422,37.975784,1.8077581,10.684996,112.65524,60.812782,1
4.0,6.637444,5.908789,0.0152721945,4.738021,1.6102835,12.081794,1.2500603,14.686802,87.36758,4.9950495,1
5.0,21.238832,4.304297,0.026259754,4.7438736,24.658054,20.519932,3.0136654,14.895064,64.71197,16.441591,1
4.0,15.720279,7.200641,0.0557188,4.7407064,6.840766,20.273478,2.1814148,12.729225,92.16779,28.102955,1
5.0,53.347958,9.843079,0.1327189,4.7339516,54.156364,52.92858,2.4457831,7.164683,70.81039,38.814384,1
4.0,17.898438,4.9013596,0.02329232,4.694191,22.149538,18.138676,3.0113287,17.697302,87.45182,6.7414517,1
5.0,25.2129,9.119735,0.05796522,4.7378464,25.065685,27.707867,1.6107683,6.704885,61.416138,27.793592,1
4.0,25.296614,6.7092347,0.0361111,4.7761774,24.029129,26.04945,2.3871446,8.561013,57.781788,19.10957,1
5.0,5.550514,2.48,0.003650761,4.739767,4.6619,6.5105367,0.78473294,26.114937,65.80964,3.5433083,1
4.0,5.898963,5.129563,0.018699506,5.0,6.996444,6.2247777,1.7215621,15.842659,81.89588,3.6696734,1
5.0,5.8775277,8.151125,0.028534345,5.0,2.315,8.951333,1.4432869,12.623717,103.39943,37.30446,1
5.0,15.556383,3.6775002,0.01938463,8.948107,19.826649,13.496606,3.3805633,22.752079,84.580246,8.704927,1
4.0,20.190342,6.23575,0.035565093,4.7470074,17.06712,24.252546,2.5796025,14.218735,89.232834,18.420073,1
5.0,11.294696,4.477375,0.016546229,4.747834,4.449429,18.379074,2.392787,15.166152,68.51084,13.280179,1
4.0,22.574183,5.2365003,0.028369354,4.7469044,25.050201,23.54289,3.5243688,20.514893,108.246284,16.212683,1
5.0,15.252275,4.4773126,0.02188563,4.74736,14.117184,19.89068,3.1355028,19.019602,85.91703,6.9991226,1
4.0,11.208253,5.3163753,0.014413921,4.7463117,12.202738,10.146641,1.4210184,16.682861,89.35921,13.785552,1
5.0,9.174036,4.11725,0.017317746,4.74424,11.1936,7.3459044,0.99232185,8.108203,33.70761,33.759956,1
5.0,21.154942,4.996688,0.021138271,4.7471895,26.139282,15.851105,1.623639,8.06193,40.605213,68.04614,1
4.0,15.263117,4.2371564,0.02034576,4.7469654,19.006607,14.866999,2.6137795,20.684267,88.46929,16.26059,1
4.0,15.892232,6.035938,0.02635983,4.747117,11.747549,19.82079,2.1655827,14.467915,87.90576,27.051682,1
4.0,22.841488,4.9567504,0.03168904,4.747195,24.662724,22.788061,3.5250113,16.605711,82.97415,28.511032,1
5.0,17.788586,2.5183203,0.015623039,4.7455406,16.155863,20.687927,2.4476666,16.853718,43.116756,17.075129,1
5.0,18.8836,7.839477,0.040477455,4.7402515,10.1720295,29.325212,1.9459354,10.893893,85.83815,29.58159,1
5.0,10.143154,3.4770315,0.008637204,4.701477,8.408657,12.044677,1.1998026,10.6969,37.62097,22.17843,1
4.0,8.849465,4.995688,0.012820422,4.7096214,9.628359,9.888825,1.6056284,9.449098,47.58238,45.393963,1
4.0,12.454921,5.4752817,0.014038119,4.7170877,14.782645,12.127542,0.94546443,7.6326303,42.095844,29.160006,1
